"EG04_006 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG04_006.tcf]","Time (h)","Q ds1 [EG04_006]","Q ds2 [EG04_006]","Q ds3 [EG04_006]","Q ds4 [EG04_006]","Q ds5 [EG04_006]","Q ds_weir [EG04_006]","Q FC01.01 [EG04_006]","Q FC01.02 [EG04_006]","Q FC01.03 [EG04_006]","Q FC01.04 [EG04_006]","Q FC01.05 [EG04_006]","Q FC01.06 [EG04_006]","Q FC01.07 [EG04_006]","Q FC01.08 [EG04_006]","Q FC01.09 [EG04_006]","Q FC01.12 [EG04_006]","Q FC01.13 [EG04_006]","Q FC01.14 [EG04_006]","Q FC01.15 [EG04_006]","Q FC01.16 [EG04_006]","Q FC01.17 [EG04_006]","Q FC01.18 [EG04_006]","Q FC01.19 [EG04_006]","Q FC01.1_R [EG04_006]","Q FC01.20 [EG04_006]","Q FC01.21 [EG04_006]","Q FC01.22 [EG04_006]","Q FC01.23 [EG04_006]","Q FC01.24 [EG04_006]","Q FC01.25 [EG04_006]","Q FC01.26 [EG04_006]","Q FC01.27 [EG04_006]","Q FC01.28A [EG04_006]","Q FC01.28B [EG04_006]","Q FC01.29 [EG04_006]","Q FC01.2_R [EG04_006]","Q FC01.30 [EG04_006]","Q FC01.31 [EG04_006]","Q FC01.32 [EG04_006]","Q FC01.33 [EG04_006]","Q FC01.34 [EG04_006]","Q FC01.36 [EG04_006]","Q FC01.37 [EG04_006]","Q FC01.38 [EG04_006]","Q FC01.39 [EG04_006]","Q FC01.40 [EG04_006]","Q FC02.01 [EG04_006]","Q FC02.02 [EG04_006]","Q FC02.03 [EG04_006]","Q FC02.04 [EG04_006]","Q FC02.05 [EG04_006]","Q FC02.06 [EG04_006]","Q FC_weir1 [EG04_006]","Q RD_weir [EG04_006]"
      44,          0.716667,          18.704,          17.117,          14.578,           9.982,           8.439,           0.000,          20.435,          21.790,          22.457,          23.376,          25.067,          27.427,          29.211,          30.499,          33.109,          34.246,          38.051,          39.175,          40.170,          35.123,          29.490,          33.958,          36.601,          50.169,          32.196,          33.222,          33.150,          32.078,          28.471,          28.617,          28.749,          28.822,          28.893,          28.033,          27.696,          34.827,          46.528,          49.123,          49.327,           0.000,          50.068,          35.929,          58.504,          71.429,          80.169,          83.249,           6.261,           7.111,           7.529,           7.699,           7.802,           8.029,          49.677,           0.123
      45,          0.733333,          22.401,          20.751,          17.765,          12.034,          10.413,           2.650,          24.592,          25.880,          26.532,          27.437,          29.110,          31.353,          33.071,          34.298,          36.724,          36.895,          41.911,          43.019,          43.455,          36.102,          30.058,          34.711,          37.863,          51.139,          32.784,          34.006,          33.686,          32.503,          28.835,          28.970,          29.099,          29.170,          29.253,          28.324,          28.059,          38.620,          48.383,          51.674,          52.255,           0.000,          54.217,          37.310,          56.435,          71.238,          81.795,          85.212,           6.508,           7.412,           7.778,           7.923,           8.019,           8.219,          53.219,           2.679
      46,          0.750000,          26.588,          24.609,          21.378,          14.935,          12.169,           6.577,          28.718,          29.980,          30.597,          31.478,          33.028,          35.094,          36.659,          37.765,          39.938,          39.293,          45.184,          45.981,          45.708,          36.947,          30.775,          35.835,          39.564,          51.819,          33.635,          34.919,          34.324,          33.085,          29.388,          29.523,          29.689,          29.808,          29.956,          28.963,          28.934,          42.139,          52.831,          57.851,          59.054,           0.000,          63.245,          39.891,          56.447,          71.994,          83.946,          87.167,           6.745,           7.655,           7.996,           8.131,           8.218,           8.409,          61.416,           5.645
      47,          0.766667,          30.169,          28.811,          25.424,          17.233,          14.313,           9.875,          32.524,          34.009,          34.553,          35.351,          36.743,          38.659,          40.091,          41.089,          43.031,          41.468,          48.181,          48.552,          47.758,          37.963,          31.746,          37.100,          41.297,          52.267,          34.487,          36.000,          35.204,          33.951,          30.524,          30.682,          30.924,          31.140,          31.381,          30.038,          30.139,          45.406,          58.690,          64.849,          66.332,           0.000,          69.166,          42.451,          57.383,          73.062,          86.074,          88.152,           6.784,           7.776,           8.156,           8.306,           8.368,           8.498,          69.560,           7.983
      48,          0.783333,          33.289,          33.006,          29.412,          21.272,          16.866,          12.773,          35.968,          37.832,          38.335,          39.087,          40.253,          41.991,          43.301,          44.210,          45.975,          43.726,          51.069,          51.209,          50.143,          39.630,          33.302,          39.002,          43.908,          52.541,          35.652,          37.261,          35.986,          34.802,          31.986,          32.175,          32.456,          32.753,          33.033,          31.002,          31.187,          48.657,          64.340,          69.695,          70.690,           0.000,          72.841,          44.237,          58.133,          73.685,          87.473,          88.905,           6.637,           7.773,           8.243,           8.427,           8.476,           8.571,          73.194,           9.549
      49,          0.800000,          35.835,          36.973,          33.493,          27.156,          19.793,          15.672,          39.246,          41.516,          41.965,          42.657,          43.734,          45.332,          46.567,          47.423,          49.089,          46.428,          54.489,          54.431,          53.289,          41.879,          35.234,          41.071,          46.752,          52.706,          36.950,          38.798,          36.795,          35.596,          33.380,          33.571,          33.827,          34.273,          34.511,          31.563,          31.835,          52.237,          68.312,          72.903,          73.847,           0.000,          74.882,          45.526,          58.669,          74.249,          88.625,          89.643,           6.460,           7.768,           8.314,           8.522,           8.559,           8.642,          76.228,          10.545
      50,          0.816667,          38.054,          40.581,          37.498,          33.639,          23.949,          18.908,          42.244,          45.025,          45.489,          46.080,          46.935,          48.231,          49.207,          49.878,          51.155,          48.133,          58.489,          58.159,          56.801,          44.076,          36.794,          43.054,          49.371,          52.810,          38.291,          40.332,          37.517,          36.279,          34.341,          34.513,          34.715,          35.400,          35.557,          31.936,          32.233,          54.238,          71.038,          74.940,          75.872,           0.000,          76.213,          46.308,          59.163,          74.762,          89.606,          90.376,           6.540,           7.866,           8.402,           8.605,           8.637,           8.713,          78.176,          11.186
      51,          0.833333,          39.715,          44.154,          41.415,          38.487,          28.965,          22.936,          44.530,          47.715,          48.298,          48.838,          49.572,          50.686,          51.531,          52.113,          53.236,          49.649,          62.054,          61.764,          60.112,          45.865,          37.986,          44.795,          51.516,          52.880,          39.290,          41.633,          38.113,          36.804,          34.855,          34.998,          35.144,          36.060,          36.160,          32.224,          32.529,          56.782,          72.862,          76.332,          77.258,           0.000,          77.114,          46.840,          59.642,          75.200,          90.477,          91.071,           6.786,           8.031,           8.505,           8.683,           8.714,           8.779,          79.509,          11.628
      52,          0.850000,          41.033,          47.149,          44.818,          42.602,          34.138,          27.559,          46.462,          50.038,          50.782,          51.348,          52.032,          53.070,          53.857,          54.395,          55.371,          50.777,          64.566,          64.696,          62.860,          47.279,          38.938,          46.105,          53.345,          52.931,          40.093,          42.650,          38.561,          37.159,          35.161,          35.270,          35.380,          36.496,          36.560,          32.429,          32.748,          59.498,          74.124,          77.300,          78.237,           0.000,          77.756,          47.232,          60.013,          75.513,          91.012,          91.319,           6.990,           8.181,           8.597,           8.739,           8.759,           8.798,          80.466,          11.952
      53,          0.866667,          42.279,          49.869,          47.772,          45.940,          38.714,          32.370,          48.206,          52.119,          53.016,          53.723,          54.340,          55.286,          56.004,          56.499,          57.269,          51.890,          65.535,          66.477,          64.664,          48.244,          39.651,          47.132,          54.714,          52.962,          40.702,          43.436,          38.913,          37.446,          35.345,          35.427,          35.510,          36.785,          36.830,          32.577,          32.915,          62.103,          75.021,          77.995,          78.953,           0.000,          78.201,          47.435,          60.225,          75.667,          91.304,          91.530,           7.205,           8.312,           8.667,           8.775,           8.789,           8.817,          81.164,          12.153
      54,          0.883333,          43.350,          52.365,          50.379,          48.779,          42.587,          36.842,          49.761,          53.955,          55.013,          55.911,          56.470,          57.312,          57.949,          58.385,          58.863,          53.014,          64.633,          67.066,          65.650,          48.809,          40.100,          47.818,          55.609,          52.983,          41.164,          44.021,          39.170,          37.651,          35.463,          35.525,          35.585,          36.982,          37.013,          32.677,          33.022,          64.428,          75.618,          78.442,          79.394,           0.000,          78.470,          47.591,          60.355,          75.795,          91.558,          91.739,           7.374,           8.406,           8.716,           8.801,           8.810,           8.835,          81.576,          12.286
      55,          0.900000,          44.264,          54.558,          52.697,          51.206,          46.024,          40.895,          51.091,          55.537,          56.745,          57.844,          58.323,          59.044,          59.589,          59.954,          60.117,          53.835,          62.412,          66.581,          65.902,          49.029,          40.378,          48.307,          56.273,          52.997,          41.470,          44.439,          39.351,          37.798,          35.534,          35.578,          35.623,          37.108,          37.129,          32.740,          33.088,          66.364,          75.986,          78.721,          79.675,           0.000,          78.646,          47.718,          60.461,          75.919,          91.789,          91.944,           7.502,           8.486,           8.765,           8.827,           8.836,           8.854,          81.846,          12.378
      56,          0.916667,          44.988,          56.515,          54.831,          53.368,          49.017,          44.506,          52.170,          56.850,          58.193,          59.492,          59.897,          60.499,          60.948,          61.254,          61.076,          53.954,          59.392,          65.315,          65.566,          48.975,          40.487,          48.585,          56.676,          53.008,          41.644,          44.713,          39.467,          37.893,          35.574,          35.609,          35.642,          37.189,          37.204,          32.783,          33.135,          67.980,          76.238,          78.921,          79.881,           0.000,          78.785,          47.821,          60.562,          76.035,          92.003,          92.150,           7.603,           8.545,           8.798,           8.846,           8.855,           8.873,          82.050,          12.452
      57,          0.933333,          45.500,          57.947,          56.699,          55.339,          51.622,          47.684,          53.020,          57.912,          59.372,          60.860,          61.194,          61.691,          62.061,          62.313,          61.833,          53.597,          56.194,          63.605,          64.840,          48.720,          40.486,          48.707,          56.894,          53.017,          41.728,          44.874,          39.523,          37.939,          35.596,          35.624,          35.651,          37.247,          37.258,          32.813,          33.171,          69.341,          76.435,          79.083,          80.048,           0.000,          78.900,          47.908,          60.650,          76.138,          92.150,          92.177,           7.661,           8.583,           8.822,           8.861,           8.867,           8.875,          82.216,          12.513
      58,          0.950000,          45.722,          59.096,          58.003,          56.979,          53.879,          50.464,          53.553,          58.726,          60.302,          61.985,          62.268,          62.679,          62.985,          63.191,          62.451,          52.501,          52.877,          61.476,          63.791,          48.309,          40.408,          48.730,          57.004,          53.023,          41.744,          44.961,          39.539,          37.954,          35.608,          35.632,          35.655,          37.292,          37.301,          32.842,          33.201,          70.518,          76.583,          79.204,          80.172,           0.000,          78.977,          47.954,          60.660,          76.115,          92.103,          92.084,           7.695,           8.601,           8.831,           8.864,           8.867,           8.866,          82.338,          12.551
      59,          0.966667,          47.122,          61.550,          59.777,          58.455,          55.796,          52.867,          53.409,          59.089,          60.859,          62.867,          63.135,          63.488,          63.741,          63.915,          62.941,          52.393,          49.801,          58.964,          62.466,          47.750,          40.252,          48.664,          57.021,          53.024,          41.705,          44.994,          39.514,          37.932,          35.614,          35.635,          35.655,          37.326,          37.331,          32.857,          33.220,          71.483,          76.674,          79.269,          80.229,           0.000,          78.993,          47.958,          60.625,          76.059,          92.021,          91.988,           7.697,           8.601,           8.833,           8.864,           8.863,           8.858,          82.383,          12.558
      60,          0.983333,          47.769,          63.894,          61.979,          60.252,          57.562,          54.960,          53.428,          59.408,          61.295,          63.597,          63.844,          64.149,          64.366,          64.513,          63.365,          51.813,          47.180,          56.370,          60.960,          47.093,          40.018,          48.535,          56.961,          53.024,          41.627,          44.992,          39.461,          37.897,          35.612,          35.625,          35.643,          37.340,          37.345,          32.861,          33.221,          72.329,          76.699,          79.277,          80.235,           0.000,          78.985,          47.946,          60.596,          76.010,          91.937,          91.895,           7.689,           8.597,           8.822,           8.859,           8.856,           8.850,          82.382,          12.554
      61,          1.000000,          48.307,          65.893,          64.104,          62.306,          59.386,          56.894,          53.464,          59.664,          61.640,          64.206,          64.415,          64.688,          64.873,          64.997,          63.706,          51.357,          44.988,          53.820,          59.337,          46.321,          39.733,          48.330,          56.823,          53.021,          41.488,          44.942,          39.389,          37.837,          35.584,          35.608,          35.627,          37.343,          37.345,          32.861,          33.221,          73.064,          76.695,          79.263,          80.214,           0.000,          78.959,          47.921,          60.554,          75.954,          91.844,          91.803,           7.690,           8.589,           8.819,           8.850,           8.847,           8.841,          82.349,          12.538
      62,          1.016667,          48.817,          67.615,          65.997,          64.358,          61.316,          58.801,          53.542,          59.901,          61.938,          64.734,          64.914,          65.144,          65.307,          65.416,          63.999,          51.004,          43.141,          51.389,          57.658,          45.479,          39.395,          48.060,          56.641,          53.018,          41.319,          44.841,          39.267,          37.736,          35.563,          35.585,          35.605,          37.340,          37.342,          32.858,          33.212,          73.713,          76.658,          79.226,          80.173,           0.000,          78.923,          47.886,          60.494,          75.857,          91.602,          91.370,           7.642,           8.559,           8.802,           8.832,           8.821,           8.797,          82.305,          12.517
      63,          1.033333,          49.274,          69.094,          67.665,          66.232,          63.278,          60.743,          53.619,          60.106,          62.189,          65.196,          65.351,          65.542,          65.682,          65.775,          64.256,          50.823,          41.457,          49.137,          55.989,          44.606,          39.030,          47.759,          56.382,          53.010,          41.123,          44.731,          39.142,          37.632,          35.533,          35.556,          35.576,          37.328,          37.329,          32.847,          33.200,          74.293,          76.598,          79.158,          80.092,           0.000,          78.831,          47.783,          60.307,          75.578,          91.126,          90.857,           7.593,           8.513,           8.765,           8.798,           8.783,           8.747,          82.203,          12.462
      64,          1.050000,          49.586,          70.315,          69.098,          67.895,          65.169,          62.691,          53.676,          60.270,          62.401,          65.596,          65.734,          65.889,          66.007,          66.093,          64.490,          50.725,          39.932,          47.080,          54.363,          43.723,          38.615,          47.428,          56.119,          52.996,          40.904,          44.577,          38.990,          37.509,          35.494,          35.519,          35.540,          37.306,          37.304,          32.827,          33.171,          74.811,          76.462,          79.012,          79.923,           0.000,          78.672,          47.640,          60.095,          75.292,          90.626,          90.344,           7.538,           8.463,           8.722,           8.758,           8.738,           8.697,          82.008,          12.374
      65,          1.066667,          49.873,          71.396,          70.333,          69.324,          66.912,          64.569,          53.729,          60.406,          62.579,          65.948,          66.071,          66.200,          66.308,          66.380,          64.694,          50.596,          38.951,          45.143,          52.756,          42.805,          38.174,          47.050,          55.804,          52.980,          40.657,          44.419,          38.838,          37.383,          35.446,          35.471,          35.491,          37.262,          37.260,          32.794,          33.129,          75.279,          76.258,          78.808,          79.695,           0.000,          78.479,          47.473,          59.872,          75.001,          90.122,          89.827,           7.483,           8.410,           8.673,           8.709,           8.689,           8.647,          81.757,          12.270
      66,          1.083333,          50.151,          72.335,          71.401,          70.543,          68.467,          66.325,          53.809,          60.554,          62.750,          66.266,          66.374,          66.464,          66.560,          66.629,          64.880,          50.681,          37.486,          43.509,          51.272,          41.903,          37.740,          46.659,          55.459,          52.962,          40.383,          44.235,          38.661,          37.240,          35.388,          35.414,          35.432,          37.206,          37.201,          32.754,          33.076,          75.707,          76.004,          78.571,          79.434,           0.000,          78.263,          47.295,          59.647,          74.706,          89.608,          89.259,           7.423,           8.353,           8.621,           8.659,           8.639,           8.591,          81.475,          12.154
      67,          1.100000,          50.392,          73.177,          72.347,          71.594,          69.826,          67.913,          53.882,          60.686,          62.896,          66.547,          66.643,          66.714,          66.799,          66.858,          65.053,          50.713,          36.350,          41.933,          49.805,          40.990,          37.278,          46.249,          55.096,          52.942,          40.101,          44.043,          38.486,          37.094,          35.321,          35.346,          35.366,          37.138,          37.133,          32.707,          33.019,          76.097,          75.724,          78.311,          79.148,           0.000,          78.016,          47.079,          59.332,          74.237,          88.644,          87.950,           7.360,           8.284,           8.550,           8.586,           8.542,           8.464,          81.162,          12.026
      68,          1.116667,          50.610,          73.906,          73.179,          72.514,          71.009,          69.327,          53.959,          60.812,          63.035,          66.800,          66.883,          66.931,          67.009,          67.063,          65.212,          50.725,          35.361,          40.537,          48.429,          40.089,          36.794,          45.815,          54.690,          52.909,          39.795,          43.804,          38.272,          36.909,          35.251,          35.278,          35.295,          37.063,          37.054,          32.647,          32.939,          76.454,          75.343,          77.936,          78.714,           0.000,          77.602,          46.728,          58.780,          73.450,          87.333,          86.592,           7.262,           8.182,           8.448,           8.483,           8.434,           8.332,          80.657,          11.815
      69,          1.133333,          50.810,          74.528,          73.899,          73.315,          72.025,          70.563,          54.027,          60.922,          63.157,          67.026,          67.098,          67.130,          67.200,          67.246,          65.351,          50.762,          34.474,          39.257,          47.130,          39.203,          36.295,          45.341,          54.221,          52.867,          39.445,          43.538,          38.043,          36.716,          35.168,          35.191,          35.205,          36.954,          36.941,          32.565,          32.826,          76.780,          74.797,          77.404,          78.113,           0.000,          77.084,          46.303,          58.192,          72.662,          85.998,          85.227,           7.169,           8.070,           8.333,           8.366,           8.313,           8.201,          79.989,          11.545
      70,          1.150000,          50.985,          75.073,          74.525,          74.018,          72.904,          71.638,          54.090,          61.024,          63.273,          67.234,          67.305,          67.316,          67.378,          67.420,          65.482,          50.825,          33.667,          38.090,          45.886,          38.322,          35.772,          44.837,          53.700,          52.819,          39.074,          43.242,          37.806,          36.509,          35.063,          35.084,          35.096,          36.811,          36.791,          32.459,          32.692,          77.077,          74.122,          76.775,          77.425,           0.000,          76.507,          45.841,          57.592,          71.868,          84.654,          83.859,           7.066,           7.948,           8.208,           8.239,           8.186,           8.069,          79.234,          11.244
      71,          1.166667,          51.145,          75.558,          75.070,          74.624,          73.659,          72.568,          54.153,          61.115,          63.376,          67.418,          67.481,          67.477,          67.533,          67.573,          65.606,          50.895,          32.937,          36.994,          44.680,          37.430,          35.215,          44.288,          53.134,          52.768,          38.674,          42.925,          37.560,          36.296,          34.944,          34.962,          34.968,          36.640,          36.617,          32.339,          32.540,          77.346,          73.354,          76.068,          76.655,           0.000,          75.879,          45.364,          56.980,          71.050,          83.285,          82.493,           6.975,           7.834,           8.086,           8.113,           8.060,           7.938,          78.424,          10.927
      72,          1.183333,          51.288,          75.981,          75.555,          75.160,          74.318,          73.373,          54.213,          61.204,          63.475,          67.588,          67.642,          67.625,          67.675,          67.708,          65.705,          50.947,          32.281,          35.998,          43.545,          36.554,          34.644,          43.705,          52.509,          52.715,          38.231,          42.615,          37.301,          36.069,          34.816,          34.831,          34.836,          36.455,          36.432,          32.216,          32.387,          77.587,          72.587,          75.393,          75.931,           0.000,          75.261,          44.867,          56.351,          70.209,          81.852,          80.919,           6.875,           7.713,           7.956,           7.979,           7.919,           7.784,          77.637,          10.598
      73,          1.200000,          51.422,          76.367,          75.980,          75.632,          74.891,          74.072,          54.265,          61.278,          63.553,          67.732,          67.786,          67.754,          67.799,          67.832,          65.804,          51.007,          31.686,          35.074,          42.466,          35.713,          34.081,          43.125,          51.863,          52.657,          37.834,          42.243,          37.045,          35.831,          34.690,          34.699,          34.703,          36.266,          36.243,          32.094,          32.238,          77.801,          71.819,          74.715,          75.213,           0.000,          74.716,          44.314,          55.614,          69.185,          80.185,          79.209,           6.752,           7.574,           7.810,           7.830,           7.761,           7.617,          76.891,          10.246
      74,          1.216667,          51.546,          76.709,          76.367,          76.049,          75.394,          74.683,          54.317,          61.356,          63.635,          67.875,          67.920,          67.877,          67.915,          67.942,          65.884,          51.092,          31.118,          34.261,          41.490,          34.932,          33.534,          42.580,          51.248,          52.593,          37.439,          41.865,          36.754,          35.587,          34.557,          34.568,          34.569,          36.074,          36.048,          31.970,          32.086,          77.989,          71.019,          73.981,          74.416,           0.000,          73.974,          43.720,          54.830,          68.121,          78.477,          77.493,           6.633,           7.426,           7.653,           7.671,           7.602,           7.450,          76.005,           9.858
      75,          1.233333,          51.652,          77.015,          76.708,          76.421,          75.844,          75.214,          54.353,          61.409,          63.693,          67.982,          68.027,          67.976,          68.011,          68.036,          65.963,          51.171,          30.619,          33.548,          40.609,          34.198,          32.999,          42.030,          50.612,          52.522,          37.028,          41.520,          36.491,          35.355,          34.424,          34.431,          34.426,          35.862,          35.833,          31.830,          31.907,          78.153,          70.094,          73.113,          73.458,           0.000,          72.710,          43.073,          54.052,          67.054,          76.774,          75.780,           6.520,           7.285,           7.498,           7.512,           7.442,           7.286,          74.837,           9.442
      76,          1.250000,          51.751,          77.289,          77.015,          76.759,          76.238,          75.683,          54.395,          61.468,          63.753,          68.088,          68.128,          68.062,          68.093,          68.117,          66.015,          51.248,          30.165,          32.891,          39.783,          33.502,          32.474,          41.477,          49.979,          52.452,          36.616,          41.161,          36.227,          35.117,          34.269,          34.272,          34.263,          35.617,          35.585,          31.677,          31.717,          78.295,          69.099,          72.196,          72.470,           0.000,          72.279,          42.417,          53.226,          65.943,          75.064,          74.063,           6.409,           7.144,           7.342,           7.350,           7.275,           7.119,          73.897,           9.030
      77,          1.266667,          51.834,          77.528,          77.287,          77.060,          76.601,          76.100,          54.429,          61.516,          63.804,          68.176,          68.209,          68.140,          68.167,          68.186,          66.070,          51.312,          29.786,          32.277,          39.001,          32.831,          31.956,          40.929,          49.347,          52.376,          36.196,          40.791,          35.965,          34.886,          34.118,          34.109,          34.102,          35.372,          35.341,          31.531,          31.541,          78.413,          68.156,          71.346,          71.563,           0.000,          71.442,          41.766,          52.391,          64.756,          73.118,          71.888,           6.292,           6.999,           7.175,           7.174,           7.090,           6.908,          72.902,           8.599
      78,          1.283333,          51.910,          77.741,          77.531,          77.334,          76.906,          76.468,          54.450,          61.548,          63.837,          68.245,          68.279,          68.204,          68.230,          68.246,          66.114,          51.389,          29.331,          31.754,          38.295,          32.200,          31.455,          40.355,          48.700,          52.291,          35.777,          40.397,          35.687,          34.626,          33.959,          33.956,          33.939,          35.126,          35.094,          31.384,          31.358,          78.510,          67.167,          70.387,          70.445,           0.000,          69.909,          41.006,          51.346,          63.253,          70.862,          69.590,           6.160,           6.817,           6.982,           6.977,           6.883,           6.688,          71.454,           8.119
      79,          1.300000,          51.964,          77.936,          77.737,          77.561,          77.193,          76.795,          54.471,          61.585,          63.875,          68.316,          68.350,          68.260,          68.277,          68.288,          66.140,          51.435,          29.000,          31.269,          37.653,          31.621,          30.973,          39.812,          48.067,          52.194,          35.362,          39.987,          35.389,          34.351,          33.789,          33.782,          33.755,          34.832,          34.776,          31.182,          31.100,          78.585,          65.868,          69.197,          69.280,           0.000,          69.308,          40.188,          50.253,          61.712,          68.563,          67.287,           6.012,           6.633,           6.780,           6.771,           6.676,           6.466,          70.425,           7.583
      80,          1.316667,          52.022,          78.088,          77.920,          77.764,          77.439,          77.086,          54.489,          61.613,          63.904,          68.366,          68.389,          68.297,          68.313,          68.322,          66.166,          51.466,          28.719,          30.822,          37.037,          31.044,          30.472,          39.238,          47.386,          52.088,          34.936,          39.565,          35.113,          34.091,          33.598,          33.583,          33.555,          34.529,          34.484,          31.009,          30.888,          78.639,          64.703,          68.092,          68.103,           0.000,          68.198,          39.330,          49.150,          60.128,          66.256,          64.984,           5.888,           6.455,           6.577,           6.557,           6.459,           6.246,          69.132,           7.013
      81,          1.333333,          52.058,          78.227,          78.078,          77.943,          77.666,          77.359,          54.497,          61.624,          63.913,          68.398,          68.422,          68.327,          68.340,          68.347,          66.179,          51.503,          28.458,          30.406,          36.456,          30.497,          29.991,          38.663,          46.691,          51.975,          34.502,          39.096,          34.803,          33.796,          33.382,          33.365,          33.337,          34.195,          34.149,          30.827,          30.680,          78.670,          63.615,          67.293,          67.445,           0.000,          66.554,          38.444,          48.029,          58.506,          63.939,          62.690,           5.747,           6.274,           6.370,           6.344,           6.246,           6.028,          68.626,           6.425
      82,          1.350000,          52.101,          78.333,          78.216,          78.090,          77.846,          77.578,          54.506,          61.639,          63.929,          68.430,          68.451,          68.343,          68.349,          68.354,          66.175,          51.531,          28.237,          30.045,          35.930,          29.989,          29.533,          38.112,          46.033,          51.854,          34.096,          38.665,          34.522,          33.526,          33.216,          33.186,          33.120,          33.826,          33.721,          30.754,          30.504,          78.679,          62.517,          65.852,          65.630,           0.000,          65.512,          37.563,          46.935,          56.908,          61.709,          60.542,           5.581,           6.071,           6.160,           6.134,           6.036,           5.819,          66.254,           5.818
      83,          1.366667,          52.122,          78.426,          78.331,          78.234,          78.025,          77.787,          54.507,          61.643,          63.934,          68.447,          68.455,          68.342,          68.347,          68.350,          66.168,          51.561,          28.056,          29.768,          35.503,          29.566,          29.110,          37.560,          45.348,          51.728,          33.640,          38.128,          34.164,          33.183,          32.868,          32.831,          32.776,          33.345,          33.270,          30.518,          30.220,          78.667,          60.935,          64.406,          64.262,           0.000,          64.098,          36.687,          45.882,          55.357,          59.564,          58.411,           5.492,           5.917,           5.969,           5.927,           5.829,           5.611,          64.795,           5.205
      84,          1.383333,          52.139,          78.487,          78.412,          78.335,          78.153,          77.951,          54.505,          61.637,          63.925,          68.443,          68.452,          68.339,          68.342,          68.344,          66.154,          51.562,          27.894,          29.486,          35.058,          29.097,          28.620,          36.936,          44.568,          51.596,          33.170,          37.626,          33.855,          32.867,          32.583,          32.550,          32.494,          32.954,          32.894,          30.298,          29.972,          78.634,          59.522,          63.005,          62.743,           0.000,          62.753,          35.847,          44.833,          53.781,          57.409,          56.281,           5.361,           5.744,           5.769,           5.721,           5.623,           5.406,          63.220,           4.591
      85,          1.400000,          52.137,          78.533,          78.479,          78.415,          78.273,          78.104,          54.487,          61.627,          63.915,          68.439,          68.450,          68.326,          68.321,          68.318,          66.122,          51.571,          27.734,          29.202,          34.604,          28.637,          28.151,          36.346,          43.832,          51.455,          32.729,          37.160,          33.568,          32.565,          32.322,          32.282,          32.220,          32.576,          32.520,          30.093,          29.731,          78.576,          58.169,          61.604,          61.277,           0.000,          61.194,          34.955,          43.785,          52.196,          55.258,          54.149,           5.224,           5.568,           5.573,           5.514,           5.414,           5.198,          61.602,           3.967
      86,          1.416667,          52.132,          78.558,          78.519,          78.480,          78.364,          78.214,          54.474,          61.613,          63.898,          68.418,          68.419,          68.289,          68.283,          68.279,          66.082,          51.565,          27.616,          28.992,          34.226,          28.229,          27.719,          35.792,          43.135,          51.305,          32.305,          36.726,          33.261,          32.245,          32.055,          32.016,          31.949,          32.215,          32.156,          29.882,          29.494,          78.494,          56.891,          60.338,          60.042,           0.000,          59.963,          34.045,          42.748,          50.626,          53.129,          52.020,           5.088,           5.388,           5.370,           5.309,           5.209,           4.991,          60.316,           3.332
      87,          1.433333,          52.122,          78.547,          78.534,          78.513,          78.433,          78.323,          54.454,          61.584,          63.864,          68.378,          68.379,          68.251,          68.241,          68.232,          66.028,          51.561,          27.543,          28.855,          33.938,          27.904,          27.342,          35.290,          42.507,          51.142,          31.958,          36.262,          32.971,          31.937,          31.799,          31.738,          31.664,          31.835,          31.750,          29.577,          29.069,          78.387,          54.673,          57.671,          57.223,           0.000,          56.668,          33.272,          41.715,          49.021,          51.051,          49.936,           4.980,           5.202,           5.182,           5.107,           5.007,           4.790,          57.101,           2.692
      88,          1.450000,          52.098,          78.534,          78.534,          78.526,          78.485,          78.385,          54.426,          61.550,          63.828,          68.333,          68.333,          68.190,          68.174,          68.162,          65.963,          51.537,          27.501,          28.769,          33.698,          27.593,          26.952,          34.772,          41.823,          50.965,          31.563,          35.791,          32.671,          31.600,          31.360,          31.275,          31.178,          31.245,          31.144,          29.199,          28.641,          78.258,          52.527,          55.422,          54.974,           0.000,          54.145,          32.489,          40.736,          47.513,          49.042,          47.886,           4.962,           5.082,           4.989,           4.908,           4.809,           4.592,          54.672,           2.050
      89,          1.466667,          52.057,          78.475,          78.512,          78.525,          78.498,          78.438,          54.390,          61.512,          63.784,          68.271,          68.261,          68.119,          68.103,          68.092,          65.895,          51.494,          27.431,          28.615,          33.350,          27.168,          26.421,          34.102,          40.951,          50.771,          31.084,          35.277,          32.311,          31.218,          30.883,          30.806,          30.702,          30.716,          30.632,          28.924,          28.374,          78.102,          51.058,          53.943,          53.621,           0.000,          53.019,          31.779,          39.861,          45.992,          47.040,          45.839,           4.885,           4.932,           4.809,           4.714,           4.612,           4.395,          53.387,           1.412
