"EG15_000 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG15_000.tcf]","Time(h)","V FC01.1_R [EG15_000]","V FC01.2_R [EG15_000]","V FC04.1_C [EG15_000]","V Pipe0 [EG15_000]","V Pipe1 [EG15_000]","V Pipe10 [EG15_000]","V Pipe11 [EG15_000]","V Pipe12 [EG15_000]","V Pipe13 [EG15_000]","V Pipe14 [EG15_000]","V Pipe15 [EG15_000]","V Pipe16 [EG15_000]","V Pipe17 [EG15_000]","V Pipe19 [EG15_000]","V Pipe2 [EG15_000]","V Pipe3 [EG15_000]","V Pipe4 [EG15_000]","V Pipe5 [EG15_000]","V Pipe6 [EG15_000]","V Pipe7 [EG15_000]","V Pipe8 [EG15_000]","V Pipe9 [EG15_000]","V Pit1 [EG15_000]","V Pit10 [EG15_000]","V Pit11 [EG15_000]","V Pit12 [EG15_000]","V Pit13 [EG15_000]","V Pit14 [EG15_000]","V Pit15 [EG15_000]","V Pit16 [EG15_000]","V Pit17 [EG15_000]","V Pit18 [EG15_000]","V Pit19 [EG15_000]","V Pit2 [EG15_000]","V Pit3 [EG15_000]","V Pit4 [EG15_000]","V Pit5 [EG15_000]","V Pit6 [EG15_000]","V Pit7 [EG15_000]","V Pit8 [EG15_000]","V Pit9 [EG15_000]"
       1,          0.000000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000
       2,          0.016667,    0.000,    0.000,    0.000,    0.827,    0.946,    1.079,    0.481,    0.717,    0.642,    0.648,    0.649,    0.590,    0.654,    0.930,    0.221,    0.720,    0.146,    0.735,    0.635,    1.129,    1.111,    1.407,    0.888,    0.966,    0.966,    0.966,    0.966,    0.966,    0.966,    0.966,    0.944,    0.743,    0.737,    0.903,    0.886,    0.966,    0.966,    0.966,    0.966,    0.966,    0.966
       3,          0.033333,    0.000,    0.000,    0.000,    0.828,    0.577,    1.488,    1.495,    1.609,    1.229,    1.000,    0.929,    0.822,    0.890,    1.231,    0.107,    0.750,    0.264,    1.266,    1.018,    0.587,    1.139,    1.451,    0.888,    0.966,    0.966,    0.966,    0.966,    0.966,    0.966,    0.966,    0.835,    0.737,    0.736,    0.891,    0.886,    0.966,    0.966,    0.966,    0.966,    0.966,    0.966
       4,          0.050000,    0.000,    0.000,    0.000,    0.346,    0.514,    1.558,    1.605,    1.575,    1.648,    1.704,    1.268,    1.057,    1.773,    1.279,    0.229,    0.754,    0.324,    1.294,    1.168,    0.485,    1.092,    1.548,    0.888,    0.966,    0.966,    0.966,    0.966,    0.966,    0.966,    0.000,    0.813,    0.686,    0.623,    0.889,    0.886,    0.966,    0.966,    0.835,    0.966,    0.966,    0.966
       5,          0.066667,    0.000,    0.000,    0.000,    0.052,    0.039,    1.006,    0.951,    1.051,    0.816,    0.832,   -0.604,    0.050,    0.850,   -0.316,   -0.002,   -0.806,   -0.642,   -0.547,   -0.597,    0.404,    0.784,    0.980,    0.888,   -0.335,    0.966,    0.966,    0.966,    0.966,    0.966,    0.000,    0.356,    0.386,    0.401,    0.888,    0.886,    0.966,    0.966,    0.001,    0.158,    0.128,   -0.172
       6,          0.083333,    0.000,    0.000,    0.000,    0.205,    0.260,    1.003,    0.713,    0.975,    0.213,   -0.177,    0.577,    0.000,   -0.440,    0.798,    0.008,    0.179,    0.316,    0.876,    0.852,    0.388,    0.761,    0.943,    0.599,   -0.316,   -0.337,   -0.334,   -0.190,   -0.342,   -0.031,    0.966,    0.280,    0.353,    0.369,    0.121,    0.885,    0.966,    0.930,    0.010,    0.099,   -0.039,   -0.307
       7,          0.100000,    0.000,    0.000,    0.000,    0.129,    0.141,    1.000,    0.634,    0.976,    0.223,   -0.133,    0.519,    0.001,   -0.368,    0.829,    0.000,    0.230,    0.403,    0.919,    0.843,    0.396,    0.782,    0.944,    0.242,   -0.221,   -0.241,   -0.216,   -0.159,   -0.334,   -0.152,    0.310,    0.205,    0.301,    0.310,    0.019,    0.822,    0.963,    0.533,    0.001,    0.086,   -0.034,   -0.321
       8,          0.116667,    0.000,    0.000,    0.000,    0.099,    0.133,    0.982,    0.602,    0.936,    0.264,    0.000,    0.455,    0.001,   -0.235,    0.844,    0.015,    0.251,    0.426,    0.918,    0.812,    0.391,    0.767,    0.926,    0.164,   -0.174,   -0.143,   -0.170,   -0.188,   -0.320,   -0.190,    0.224,    0.169,    0.283,    0.296,    0.042,    0.822,    0.959,    0.411,    0.013,    0.069,   -0.049,   -0.243
       9,          0.133333,    0.000,    0.000,    0.000,    0.085,    0.132,    0.956,    0.521,    0.886,    0.278,    0.098,    0.367,    0.002,   -0.080,    0.854,    0.024,    0.264,    0.440,    0.891,    0.755,    0.385,    0.756,    0.912,    0.129,   -0.127,   -0.092,   -0.099,   -0.188,   -0.280,   -0.229,    0.129,    0.147,    0.275,    0.288,    0.052,    0.754,    0.957,    0.359,    0.021,    0.053,   -0.066,   -0.213
      10,          0.150000,    0.000,    0.000,    0.000,    0.076,    0.127,    0.935,    0.439,    0.827,    0.216,    0.032,    0.344,    0.001,   -0.121,    0.844,    0.029,    0.264,    0.459,    0.861,    0.642,    0.382,    0.748,    0.901,    0.109,   -0.122,   -0.095,   -0.079,   -0.112,   -0.158,   -0.296,    0.066,    0.136,    0.270,    0.284,    0.052,    0.651,    0.920,    0.322,    0.025,    0.038,   -0.095,   -0.192
      11,          0.166667,    0.000,    0.000,    0.000,    0.066,    0.111,    0.913,    0.379,    0.749,    0.160,    0.010,    0.303,    0.002,   -0.115,    0.831,    0.033,    0.257,    0.476,    0.825,    0.551,    0.380,    0.742,    0.892,    0.089,   -0.117,   -0.077,   -0.064,   -0.094,   -0.124,   -0.279,    0.005,    0.126,    0.267,    0.282,    0.044,    0.566,    0.714,    0.291,    0.027,    0.023,   -0.126,   -0.187
      12,          0.183333,    0.000,    0.000,    0.000,    0.060,    0.102,    0.887,    0.332,    0.659,    0.145,    0.020,    0.238,    0.001,   -0.080,    0.825,    0.027,    0.247,    0.478,    0.787,    0.461,    0.383,    0.751,    0.888,    0.075,   -0.099,   -0.064,   -0.051,   -0.079,   -0.111,   -0.269,   -0.045,    0.114,    0.254,    0.267,    0.038,    0.479,    0.567,    0.261,    0.021,   -0.002,   -0.154,   -0.165
      13,          0.200000,    0.000,    0.000,    0.000,    0.051,    0.084,    0.856,    0.302,    0.564,    0.128,    0.026,    0.184,    0.001,   -0.057,    0.809,    0.032,    0.246,    0.483,    0.745,    0.391,    0.380,    0.743,    0.875,    0.060,   -0.089,   -0.052,   -0.042,   -0.063,   -0.107,   -0.232,   -0.094,    0.099,    0.247,    0.261,    0.030,    0.429,    0.495,    0.245,    0.024,   -0.017,   -0.175,   -0.136
      14,          0.216667,    1.208,    0.000,    0.000,    0.041,    0.073,    0.812,    0.250,    0.487,    0.102,    0.014,    0.167,    0.001,   -0.053,    0.790,    0.033,    0.241,    0.484,    0.671,    0.354,    0.377,    0.735,    0.861,    0.047,   -0.077,   -0.045,   -0.034,   -0.056,   -0.097,   -0.172,   -0.150,    0.090,    0.243,    0.257,    0.027,    0.386,    0.446,    0.229,    0.024,   -0.041,   -0.174,   -0.123
      15,          0.233333,    1.538,    0.000,    0.000,    0.042,    0.069,    0.758,    0.207,    0.425,    0.079,    0.005,    0.151,    0.001,   -0.052,    0.769,    0.033,    0.233,    0.480,    0.596,    0.318,    0.373,    0.727,    0.844,    0.046,   -0.066,   -0.037,   -0.029,   -0.048,   -0.086,   -0.144,   -0.190,    0.080,    0.239,    0.254,    0.022,    0.346,    0.412,    0.214,    0.024,   -0.068,   -0.173,   -0.113
      16,          0.250000,    1.708,    0.000,    0.000,    0.037,    0.061,    0.695,    0.182,    0.381,    0.069,    0.004,    0.131,    0.001,   -0.046,    0.745,    0.031,    0.227,    0.472,    0.528,    0.285,    0.370,    0.719,    0.825,    0.039,   -0.058,   -0.033,   -0.025,   -0.042,   -0.079,   -0.126,   -0.209,    0.071,    0.235,    0.252,    0.019,    0.315,    0.387,    0.204,    0.022,   -0.097,   -0.163,   -0.103
      17,          0.266667,    1.821,    0.000,    0.000,    0.035,    0.058,    0.632,    0.161,    0.345,    0.061,    0.006,    0.108,    0.001,   -0.035,    0.719,    0.026,    0.220,    0.462,    0.462,    0.239,    0.369,    0.717,    0.808,    0.035,   -0.052,   -0.027,   -0.021,   -0.036,   -0.068,   -0.115,   -0.220,    0.061,    0.229,    0.245,    0.017,    0.283,    0.362,    0.193,    0.018,   -0.123,   -0.149,   -0.095
      18,          0.283333,    1.906,    0.000,    0.000,    0.031,    0.051,    0.572,    0.145,    0.317,    0.055,    0.007,    0.089,    0.001,   -0.027,    0.685,    0.022,    0.217,    0.453,    0.403,    0.203,    0.366,    0.709,    0.786,    0.029,   -0.047,   -0.024,   -0.017,   -0.030,   -0.059,   -0.104,   -0.215,    0.050,    0.224,    0.242,    0.015,    0.251,    0.339,    0.186,    0.015,   -0.140,   -0.133,   -0.089
      19,          0.300000,    1.969,    0.000,    0.000,    0.025,    0.039,    0.516,    0.124,    0.281,    0.045,    0.004,    0.076,    0.001,   -0.022,    0.641,    0.018,    0.211,    0.442,    0.362,    0.177,    0.362,    0.700,    0.761,    0.023,   -0.041,   -0.020,   -0.013,   -0.026,   -0.052,   -0.094,   -0.193,    0.039,    0.220,    0.239,    0.010,    0.217,    0.321,    0.177,    0.012,   -0.150,   -0.122,   -0.081
      20,          0.316667,    2.052,    0.000,    0.000,    0.019,    0.027,    0.461,    0.106,    0.243,    0.037,    0.003,    0.068,    0.001,   -0.020,    0.594,    0.011,    0.204,    0.428,    0.329,    0.159,    0.359,    0.690,    0.732,    0.017,   -0.035,   -0.017,   -0.011,   -0.023,   -0.047,   -0.085,   -0.164,    0.027,    0.216,    0.236,    0.006,    0.183,    0.303,    0.168,    0.007,   -0.155,   -0.113,   -0.071
      21,          0.333333,    2.128,    0.000,    0.000,    0.014,    0.015,    0.417,    0.091,    0.213,    0.031,    0.002,    0.056,    0.001,   -0.016,    0.544,    0.003,    0.196,    0.412,    0.297,    0.135,    0.354,    0.679,    0.697,    0.012,   -0.031,   -0.014,   -0.009,   -0.019,   -0.040,   -0.081,   -0.139,    0.013,    0.211,    0.232,    0.001,    0.149,    0.286,    0.160,    0.002,   -0.150,   -0.106,   -0.064
      22,          0.350000,    2.201,    0.000,    0.000,    0.009,    0.003,    0.382,    0.079,    0.189,    0.026,    0.001,    0.050,    0.001,   -0.014,    0.493,   -0.001,    0.188,    0.395,    0.265,    0.122,    0.349,    0.665,    0.660,    0.008,   -0.027,   -0.012,   -0.007,   -0.017,   -0.037,   -0.074,   -0.119,   -0.004,    0.205,    0.228,   -0.003,    0.118,    0.269,    0.152,   -0.000,   -0.144,   -0.100,   -0.057
      23,          0.366667,    2.274,    0.000,    0.000,    0.006,   -0.004,    0.362,    0.071,    0.173,    0.023,    0.002,    0.040,    0.001,   -0.010,    0.440,   -0.007,    0.178,    0.375,    0.228,    0.102,    0.343,    0.652,    0.615,    0.005,   -0.024,   -0.011,   -0.006,   -0.014,   -0.031,   -0.066,   -0.110,   -0.013,    0.199,    0.224,   -0.006,    0.082,    0.250,    0.143,   -0.005,   -0.140,   -0.095,   -0.053
      24,          0.383333,    2.360,    0.000,    0.000,    0.001,   -0.017,    0.325,    0.061,    0.152,    0.019,    0.002,    0.030,    0.001,   -0.007,    0.382,   -0.022,    0.169,    0.355,    0.190,    0.081,    0.339,    0.642,    0.576,    0.001,   -0.021,   -0.009,   -0.004,   -0.011,   -0.026,   -0.056,   -0.100,   -0.036,    0.195,    0.221,   -0.011,    0.052,    0.233,    0.134,   -0.014,   -0.131,   -0.090,   -0.047
      25,          0.400000,    2.442,    0.000,    0.000,    0.000,   -0.026,    0.298,    0.054,    0.138,    0.017,    0.002,    0.022,    0.001,   -0.004,    0.326,   -0.033,    0.158,    0.333,    0.153,    0.063,    0.334,    0.629,    0.533,    0.000,   -0.019,   -0.007,   -0.002,   -0.008,   -0.021,   -0.047,   -0.090,   -0.050,    0.190,    0.217,   -0.016,    0.021,    0.215,    0.123,   -0.021,   -0.123,   -0.083,   -0.043
      26,          0.416667,    2.531,    0.000,    0.000,   -0.003,   -0.032,    0.267,    0.048,    0.123,    0.014,    0.002,    0.015,    0.001,   -0.002,    0.269,   -0.045,    0.146,    0.307,    0.121,    0.047,    0.328,    0.616,    0.490,   -0.002,   -0.017,   -0.006,   -0.001,   -0.006,   -0.016,   -0.038,   -0.077,   -0.063,    0.184,    0.213,   -0.017,   -0.007,    0.193,    0.113,   -0.027,   -0.114,   -0.077,   -0.039
      27,          0.433333,    2.628,    0.000,    0.000,   -0.004,   -0.032,    0.238,    0.039,    0.106,    0.011,    0.001,    0.010,    0.000,   -0.000,    0.211,   -0.056,    0.131,    0.269,    0.094,    0.034,    0.322,    0.601,    0.445,   -0.003,   -0.014,   -0.005,   -0.000,   -0.004,   -0.012,   -0.031,   -0.061,   -0.074,    0.177,    0.208,   -0.016,   -0.025,    0.162,    0.099,   -0.034,   -0.108,   -0.069,   -0.034
      28,          0.450000,    2.736,    0.000,    0.000,   -0.005,   -0.030,    0.219,    0.035,    0.096,    0.010,    0.001,    0.004,    0.000,    0.000,    0.142,   -0.061,    0.105,    0.208,    0.056,    0.018,    0.319,    0.593,    0.424,   -0.003,   -0.013,   -0.004,    0.000,   -0.001,   -0.007,   -0.020,   -0.044,   -0.091,    0.174,    0.205,   -0.013,   -0.034,    0.117,    0.078,   -0.036,   -0.098,   -0.064,   -0.031
      29,          0.466667,    2.840,    0.000,    0.000,   -0.003,   -0.023,    0.194,    0.029,    0.083,    0.007,    0.000,    0.001,    0.000,    0.000,    0.096,   -0.065,    0.084,    0.157,    0.034,    0.009,    0.310,    0.572,    0.376,   -0.002,   -0.011,   -0.003,    0.000,    0.001,   -0.004,   -0.013,   -0.032,   -0.090,    0.165,    0.199,   -0.010,   -0.032,    0.079,    0.060,   -0.037,   -0.095,   -0.058,   -0.028
      30,          0.483333,    2.979,    0.000,    0.000,   -0.001,   -0.015,    0.166,    0.022,    0.068,    0.005,    0.000,    0.000,    0.000,    0.000,    0.065,   -0.069,    0.063,    0.112,    0.021,    0.004,    0.297,    0.545,    0.333,   -0.000,   -0.009,   -0.002,    0.000,    0.001,   -0.002,   -0.008,   -0.023,   -0.090,    0.155,    0.189,   -0.007,   -0.025,    0.050,    0.044,   -0.038,   -0.090,   -0.051,   -0.023
      31,          0.500000,    3.111,    0.000,    0.000,    0.000,   -0.008,    0.152,    0.020,    0.061,    0.004,    0.000,    0.000,    0.000,    0.000,    0.044,   -0.069,    0.047,    0.077,    0.013,    0.002,    0.284,    0.519,    0.305,    0.000,   -0.008,   -0.002,    0.000,    0.001,   -0.000,   -0.005,   -0.016,   -0.089,    0.146,    0.180,   -0.004,   -0.018,    0.029,    0.031,   -0.037,   -0.082,   -0.047,   -0.021
      32,          0.516667,    3.240,    0.000,    0.000,    0.000,   -0.004,    0.131,    0.015,    0.051,    0.003,    0.000,    0.000,    0.000,    0.000,    0.029,   -0.069,    0.034,    0.053,    0.007,    0.000,    0.266,    0.482,    0.275,    0.000,   -0.006,   -0.001,    0.000,    0.001,    0.000,   -0.003,   -0.011,   -0.097,    0.135,    0.170,   -0.002,   -0.013,    0.017,    0.022,   -0.036,   -0.064,   -0.042,   -0.018
      33,          0.533333,    3.406,    0.561,    0.000,    0.000,   -0.001,    0.104,    0.010,    0.038,    0.001,    0.000,    0.000,    0.000,    0.000,    0.020,   -0.069,    0.024,    0.035,    0.004,    0.000,    0.246,    0.439,    0.233,    0.000,   -0.004,   -0.000,    0.000,    0.001,    0.000,   -0.002,   -0.008,   -0.080,    0.119,    0.155,   -0.000,   -0.008,    0.009,    0.015,   -0.036,   -0.067,   -0.034,   -0.014
      34,          0.550000,    3.612,    0.583,    0.000,    0.000,    0.000,    0.090,    0.008,    0.032,    0.000,    0.000,    0.000,    0.000,    0.000,    0.016,   -0.067,    0.019,    0.026,    0.003,    0.000,    0.228,    0.405,    0.204,    0.000,   -0.004,    0.000,    0.000,    0.001,    0.000,   -0.001,   -0.006,   -0.074,    0.107,    0.143,    0.000,   -0.006,    0.006,    0.011,   -0.035,   -0.059,   -0.030,   -0.012
      35,          0.566667,    4.071,    0.634,    0.000,    0.000,    0.000,    0.076,    0.006,    0.026,    0.000,    0.000,    0.000,    0.000,    0.000,    0.013,   -0.062,    0.016,    0.021,    0.002,    0.000,    0.212,    0.369,    0.179,    0.000,   -0.003,    0.000,    0.000,    0.001,    0.000,   -0.001,   -0.005,   -0.068,    0.094,    0.131,    0.000,   -0.005,    0.005,    0.009,   -0.032,   -0.053,   -0.026,   -0.010
