"EG15_008 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG15_008.tcf]","Time (h)","H FC01.1_R.1 [EG15_008]","H FC01.1_R.2 [EG15_008]","H FC01.2_R.1 [EG15_008]","H FC01.2_R.2 [EG15_008]","H FC04.1_C.1 [EG15_008]","H FC04.1_C.2 [EG15_008]","H Node20.1 [EG15_008]","H Node20.2 [EG15_008]","H Node21.1 [EG15_008]","H Node21.2 [EG15_008]","H Pipe16.2 [EG15_008]","H Pit10 [EG15_008]","H Pit10.1 [EG15_008]","H Pit11 [EG15_008]","H Pit11.1 [EG15_008]","H Pit12 [EG15_008]","H Pit12.1 [EG15_008]","H Pit13 [EG15_008]","H Pit13.1 [EG15_008]","H Pit14 [EG15_008]","H Pit14.1 [EG15_008]","H Pit15 [EG15_008]","H Pit15.1 [EG15_008]","H Pit16 [EG15_008]","H Pit16.1 [EG15_008]","H Pit18.1 [EG15_008]","H Pit18.2 [EG15_008]","H Pit19.1 [EG15_008]","H Pit19.2 [EG15_008]","H Pit2.1 [EG15_008]","H Pit2.2 [EG15_008]","H Pit3.1 [EG15_008]","H Pit3.2 [EG15_008]","H Pit4.1 [EG15_008]","H Pit4.2 [EG15_008]","H Pit5.1 [EG15_008]","H Pit5.2 [EG15_008]","H Pit6.1 [EG15_008]","H Pit6.2 [EG15_008]","H Pit7 [EG15_008]","H Pit7.1 [EG15_008]","H Pit8 [EG15_008]","H Pit8.1 [EG15_008]","H Pit9 [EG15_008]","H Pit9.1 [EG15_008]"
     130,          2.150000,     46.9207,     45.7837,     39.9429,     39.7206,     43.4586,     42.8513,     43.5733,     44.6391,     43.5732,     45.1060,     43.5864,     43.5892,     43.5745,     43.5835,     43.5745,     43.5824,     43.5745,     43.5869,     43.5745,     43.5952,     43.5745,     43.6239,     43.5745,     43.7498,     43.5745,     43.5721,     43.5721,     43.5724,     43.5724,     43.5726,     43.5726,     43.5717,     43.5717,     43.5724,     43.5724,     43.5727,     43.5727,     43.5725,     43.5725,     43.8152,     43.5745,     43.6334,     43.5745,     43.6028,     43.5745
     131,          2.166667,     46.8869,     45.7582,     39.8662,     39.6655,     43.4573,     42.8504,     43.5737,     44.6411,     43.5736,     45.1091,     43.5868,     43.5896,     43.5749,     43.5839,     43.5749,     43.5828,     43.5749,     43.5873,     43.5749,     43.5956,     43.5749,     43.6243,     43.5749,     43.7504,     43.5749,     43.5725,     43.5725,     43.5728,     43.5728,     43.5731,     43.5731,     43.5721,     43.5721,     43.5728,     43.5728,     43.5731,     43.5731,     43.5729,     43.5729,     43.8161,     43.5749,     43.6338,     43.5749,     43.6033,     43.5749
     132,          2.183333,     46.8528,     45.7323,     39.7974,     39.6141,     43.4560,     42.8493,     43.5741,     44.6430,     43.5740,     45.1120,     43.5872,     43.5900,     43.5753,     43.5843,     43.5753,     43.5832,     43.5753,     43.5877,     43.5753,     43.5960,     43.5753,     43.6247,     43.5753,     43.7510,     43.5753,     43.5728,     43.5728,     43.5731,     43.5731,     43.5734,     43.5734,     43.5725,     43.5725,     43.5732,     43.5732,     43.5735,     43.5735,     43.5733,     43.5733,     43.8168,     43.5753,     43.6342,     43.5753,     43.6037,     43.5753
     133,          2.200000,     46.8191,     45.7060,     39.7369,     39.5678,     43.4548,     42.8483,     43.5744,     44.6448,     43.5744,     45.1148,     43.5876,     43.5904,     43.5757,     43.5846,     43.5757,     43.5836,     43.5757,     43.5881,     43.5757,     43.5964,     43.5757,     43.6252,     43.5757,     43.7515,     43.5757,     43.5732,     43.5732,     43.5735,     43.5735,     43.5738,     43.5738,     43.5728,     43.5728,     43.5736,     43.5736,     43.5739,     43.5739,     43.5736,     43.5736,     43.8176,     43.5756,     43.6345,     43.5757,     43.6041,     43.5757
     134,          2.216667,     46.7905,     45.6823,     39.6829,     39.5263,     43.4536,     42.8473,     43.5748,     44.6466,     43.5748,     45.1176,     43.5880,     43.5907,     43.5760,     43.5850,     43.5760,     43.5839,     43.5760,     43.5885,     43.5760,     43.5968,     43.5760,     43.6255,     43.5760,     43.7521,     43.5760,     43.5736,     43.5736,     43.5739,     43.5739,     43.5742,     43.5742,     43.5732,     43.5732,     43.5739,     43.5739,     43.5742,     43.5742,     43.5740,     43.5740,     43.8183,     43.5760,     43.6350,     43.5760,     43.6045,     43.5760
     135,          2.233333,     46.7669,     45.6616,     39.6340,     39.4881,     43.4524,     42.8462,     43.5752,     44.6483,     43.5751,     45.1203,     43.5883,     43.5911,     43.5764,     43.5854,     43.5764,     43.5843,     43.5764,     43.5888,     43.5764,     43.5971,     43.5764,     43.6259,     43.5764,     43.7526,     43.5764,     43.5739,     43.5739,     43.5742,     43.5742,     43.5745,     43.5745,     43.5736,     43.5736,     43.5743,     43.5743,     43.5746,     43.5746,     43.5743,     43.5743,     43.8189,     43.5764,     43.6354,     43.5764,     43.6049,     43.5764
     136,          2.250000,     46.7467,     45.6428,     39.5897,     39.4533,     43.4510,     42.8452,     43.5755,     44.6500,     43.5755,     45.1229,     43.5887,     43.5915,     43.5767,     43.5857,     43.5767,     43.5846,     43.5767,     43.5892,     43.5767,     43.5975,     43.5767,     43.6263,     43.5767,     43.7532,     43.5767,     43.5742,     43.5742,     43.5746,     43.5746,     43.5749,     43.5749,     43.5739,     43.5739,     43.5746,     43.5746,     43.5750,     43.5750,     43.5747,     43.5747,     43.8196,     43.5767,     43.6358,     43.5767,     43.6053,     43.5767
     137,          2.266667,     46.7288,     45.6264,     39.5489,     39.4209,     43.4499,     42.8441,     43.5758,     44.6515,     43.5758,     45.1253,     43.5890,     43.5918,     43.5770,     43.5861,     43.5770,     43.5850,     43.5770,     43.5895,     43.5770,     43.5978,     43.5771,     43.6267,     43.5770,     43.7536,     43.5770,     43.5745,     43.5745,     43.5749,     43.5749,     43.5752,     43.5752,     43.5742,     43.5742,     43.5749,     43.5749,     43.5753,     43.5753,     43.5750,     43.5750,     43.8202,     43.5770,     43.6362,     43.5770,     43.6056,     43.5770
     138,          2.283334,     46.7118,     45.6108,     39.5109,     39.3903,     43.4486,     42.8431,     43.5761,     44.6530,     43.5761,     45.1276,     43.5893,     43.5921,     43.5774,     43.5864,     43.5774,     43.5853,     43.5774,     43.5898,     43.5774,     43.5981,     43.5774,     43.6270,     43.5774,     43.7541,     43.5773,     43.5748,     43.5748,     43.5752,     43.5752,     43.5755,     43.5755,     43.5746,     43.5746,     43.5753,     43.5753,     43.5756,     43.5756,     43.5753,     43.5753,     43.8208,     43.5773,     43.6365,     43.5773,     43.6059,     43.5774
     139,          2.300000,     46.6948,     45.5953,     39.4748,     39.3612,     43.4474,     42.8420,     43.5764,     44.6545,     43.5764,     45.1298,     43.5896,     43.5924,     43.5777,     43.5867,     43.5777,     43.5856,     43.5777,     43.5901,     43.5777,     43.5984,     43.5777,     43.6274,     43.5777,     43.7546,     43.5776,     43.5751,     43.5751,     43.5755,     43.5755,     43.5758,     43.5758,     43.5748,     43.5748,     43.5756,     43.5756,     43.5759,     43.5759,     43.5756,     43.5756,     43.8213,     43.5776,     43.6369,     43.5776,     43.6062,     43.5776
     140,          2.316667,     46.6777,     45.5807,     39.4403,     39.3331,     43.4462,     42.8409,     43.5767,     44.6559,     43.5767,     45.1320,     43.5899,     43.5927,     43.5779,     43.5870,     43.5779,     43.5859,     43.5779,     43.5904,     43.5779,     43.5987,     43.5779,     43.6277,     43.5779,     43.7550,     43.5779,     43.5754,     43.5754,     43.5758,     43.5758,     43.5761,     43.5761,     43.5751,     43.5751,     43.5758,     43.5758,     43.5762,     43.5762,     43.5759,     43.5759,     43.8219,     43.5779,     43.6372,     43.5779,     43.6066,     43.5779
     141,          2.333333,     46.6608,     45.5661,     39.4074,     39.3061,     43.4450,     42.8399,     43.5770,     44.6572,     43.5769,     45.1341,     43.5902,     43.5930,     43.5782,     43.5872,     43.5782,     43.5862,     43.5782,     43.5907,     43.5782,     43.5990,     43.5782,     43.6280,     43.5782,     43.7554,     43.5782,     43.5757,     43.5757,     43.5761,     43.5761,     43.5764,     43.5764,     43.5754,     43.5754,     43.5761,     43.5761,     43.5765,     43.5765,     43.5762,     43.5762,     43.8224,     43.5782,     43.6375,     43.5782,     43.6069,     43.5782
     142,          2.350000,     46.6441,     45.5509,     39.3760,     39.2801,     43.4437,     42.8388,     43.5773,     44.6585,     43.5772,     45.1360,     43.5905,     43.5933,     43.5785,     43.5875,     43.5785,     43.5864,     43.5785,     43.5910,     43.5785,     43.5993,     43.5785,     43.6283,     43.5785,     43.7558,     43.5785,     43.5759,     43.5759,     43.5763,     43.5763,     43.5766,     43.5766,     43.5757,     43.5757,     43.5764,     43.5764,     43.5767,     43.5767,     43.5764,     43.5764,     43.8229,     43.5785,     43.6378,     43.5785,     43.6071,     43.5785
     143,          2.366667,     46.6292,     45.5359,     39.3461,     39.2551,     43.4425,     42.8377,     43.5775,     44.6597,     43.5774,     45.1379,     43.5907,     43.5935,     43.5787,     43.5878,     43.5787,     43.5867,     43.5787,     43.5912,     43.5787,     43.5995,     43.5787,     43.6286,     43.5787,     43.7562,     43.5787,     43.5762,     43.5762,     43.5765,     43.5765,     43.5769,     43.5769,     43.5759,     43.5759,     43.5766,     43.5766,     43.5769,     43.5769,     43.5766,     43.5766,     43.8233,     43.5787,     43.6381,     43.5787,     43.6074,     43.5787
     144,          2.383333,     46.6135,     45.5210,     39.3188,     39.2320,     43.4413,     42.8366,     43.5778,     44.6609,     43.5777,     45.1397,     43.5910,     43.5938,     43.5790,     43.5880,     43.5790,     43.5869,     43.5790,     43.5915,     43.5790,     43.5998,     43.5790,     43.6288,     43.5790,     43.7565,     43.5789,     43.5764,     43.5764,     43.5768,     43.5768,     43.5771,     43.5771,     43.5762,     43.5762,     43.5769,     43.5769,     43.5772,     43.5772,     43.5769,     43.5769,     43.8238,     43.5790,     43.6384,     43.5790,     43.6076,     43.5790
     145,          2.400000,     46.5970,     45.5064,     39.2927,     39.2097,     43.4400,     42.8355,     43.5780,     44.6620,     43.5779,     45.1415,     43.5912,     43.5940,     43.5792,     43.5882,     43.5792,     43.5872,     43.5792,     43.5917,     43.5792,     43.6000,     43.5792,     43.6291,     43.5792,     43.7569,     43.5792,     43.5766,     43.5766,     43.5770,     43.5770,     43.5774,     43.5774,     43.5764,     43.5764,     43.5771,     43.5771,     43.5774,     43.5774,     43.5771,     43.5771,     43.8242,     43.5792,     43.6387,     43.5792,     43.6079,     43.5792
     146,          2.416667,     46.5819,     45.4927,     39.2683,     39.1890,     43.4388,     42.8344,     43.5782,     44.6631,     43.5781,     45.1432,     43.5914,     43.5942,     43.5794,     43.5885,     43.5794,     43.5874,     43.5794,     43.5919,     43.5794,     43.6003,     43.5794,     43.6293,     43.5794,     43.7572,     43.5794,     43.5768,     43.5768,     43.5772,     43.5772,     43.5776,     43.5776,     43.5766,     43.5766,     43.5773,     43.5773,     43.5776,     43.5776,     43.5773,     43.5773,     43.8246,     43.5794,     43.6390,     43.5794,     43.6081,     43.5794
     147,          2.433333,     46.5686,     45.4795,     39.2446,     39.1683,     43.4375,     42.8333,     43.5784,     44.6640,     43.5783,     45.1447,     43.5916,     43.5944,     43.5796,     43.5887,     43.5796,     43.5876,     43.5796,     43.5922,     43.5796,     43.6005,     43.5796,     43.6296,     43.5796,     43.7575,     43.5796,     43.5770,     43.5770,     43.5774,     43.5774,     43.5778,     43.5778,     43.5768,     43.5768,     43.5775,     43.5775,     43.5779,     43.5779,     43.5775,     43.5775,     43.8250,     43.5796,     43.6392,     43.5796,     43.6083,     43.5796
     148,          2.450000,     46.5559,     45.4672,     39.2215,     39.1486,     43.4362,     42.8321,     43.5786,     44.6650,     43.5785,     45.1461,     43.5918,     43.5946,     43.5798,     43.5889,     43.5798,     43.5878,     43.5798,     43.5924,     43.5798,     43.6007,     43.5798,     43.6298,     43.5798,     43.7578,     43.5798,     43.5772,     43.5772,     43.5776,     43.5776,     43.5780,     43.5780,     43.5770,     43.5770,     43.5777,     43.5777,     43.5780,     43.5780,     43.5777,     43.5777,     43.8254,     43.5798,     43.6394,     43.5798,     43.6085,     43.5798
     149,          2.466667,     46.5423,     45.4548,     39.1994,     39.1297,     43.4350,     42.8310,     43.5788,     44.6659,     43.5787,     45.1476,     43.5920,     43.5948,     43.5800,     43.5891,     43.5800,     43.5880,     43.5800,     43.5925,     43.5800,     43.6009,     43.5800,     43.6300,     43.5800,     43.7581,     43.5800,     43.5774,     43.5774,     43.5778,     43.5778,     43.5782,     43.5782,     43.5772,     43.5772,     43.5779,     43.5779,     43.5782,     43.5782,     43.5779,     43.5779,     43.8257,     43.5800,     43.6396,     43.5800,     43.6087,     43.5800
     150,          2.483333,     46.5271,     45.4421,     39.1788,     39.1116,     43.4337,     42.8299,     43.5790,     44.6668,     43.5789,     45.1489,     43.5922,     43.5950,     43.5802,     43.5893,     43.5802,     43.5882,     43.5802,     43.5927,     43.5802,     43.6010,     43.5802,     43.6302,     43.5802,     43.7584,     43.5802,     43.5776,     43.5776,     43.5780,     43.5780,     43.5783,     43.5783,     43.5774,     43.5774,     43.5781,     43.5781,     43.5784,     43.5784,     43.5781,     43.5781,     43.8261,     43.5802,     43.6398,     43.5802,     43.6089,     43.5802
     151,          2.500000,     46.5097,     45.4276,     39.1576,     39.0933,     43.4325,     42.8287,     43.5791,     44.6676,     43.5790,     45.1502,     43.5924,     43.5952,     43.5804,     43.5894,     43.5804,     43.5883,     43.5804,     43.5929,     43.5804,     43.6012,     43.5804,     43.6304,     43.5804,     43.7587,     43.5803,     43.5777,     43.5777,     43.5781,     43.5781,     43.5785,     43.5785,     43.5776,     43.5776,     43.5782,     43.5782,     43.5786,     43.5786,     43.5783,     43.5783,     43.8264,     43.5803,     43.6400,     43.5804,     43.6091,     43.5804
     152,          2.516667,     46.4917,     45.4122,     39.1378,     39.0755,     43.4311,     42.8276,     43.5793,     44.6684,     43.5792,     45.1514,     43.5926,     43.5954,     43.5805,     43.5896,     43.5805,     43.5885,     43.5805,     43.5931,     43.5805,     43.6014,     43.5805,     43.6305,     43.5805,     43.7589,     43.5805,     43.5779,     43.5779,     43.5783,     43.5783,     43.5787,     43.5787,     43.5778,     43.5778,     43.5784,     43.5784,     43.5787,     43.5787,     43.5784,     43.5784,     43.8267,     43.5805,     43.6402,     43.5805,     43.6093,     43.5805
     153,          2.533334,     46.4731,     45.3959,     39.1185,     39.0588,     43.4299,     42.8263,     43.5795,     44.6692,     43.5793,     45.1526,     43.5927,     43.5955,     43.5807,     43.5898,     43.5807,     43.5887,     43.5807,     43.5932,     43.5807,     43.6016,     43.5807,     43.6307,     43.5807,     43.7592,     43.5807,     43.5780,     43.5780,     43.5785,     43.5785,     43.5788,     43.5788,     43.5779,     43.5779,     43.5785,     43.5785,     43.5789,     43.5789,     43.5786,     43.5786,     43.8270,     43.5807,     43.6404,     43.5807,     43.6095,     43.5807
     154,          2.550000,     46.4546,     45.3789,     39.1003,     39.0424,     43.4287,     42.8251,     43.5796,     44.6699,     43.5795,     45.1537,     43.5929,     43.5957,     43.5808,     43.5899,     43.5808,     43.5888,     43.5808,     43.5934,     43.5808,     43.6017,     43.5808,     43.6309,     43.5808,     43.7594,     43.5808,     43.5782,     43.5782,     43.5786,     43.5786,     43.5790,     43.5790,     43.5781,     43.5781,     43.5787,     43.5787,     43.5791,     43.5791,     43.5787,     43.5787,     43.8273,     43.5808,     43.6406,     43.5808,     43.6096,     43.5808
     155,          2.566667,     46.4388,     45.3642,     39.0825,     39.0268,     43.4274,     42.8239,     43.5798,     44.6706,     43.5796,     45.1548,     43.5930,     43.5958,     43.5810,     43.5901,     43.5810,     43.5890,     43.5810,     43.5935,     43.5810,     43.6019,     43.5810,     43.6311,     43.5810,     43.7596,     43.5810,     43.5783,     43.5783,     43.5788,     43.5788,     43.5791,     43.5791,     43.5782,     43.5782,     43.5788,     43.5788,     43.5792,     43.5792,     43.5789,     43.5789,     43.8275,     43.5810,     43.6408,     43.5810,     43.6098,     43.5810
     156,          2.583333,     46.4196,     45.3472,     39.0656,     39.0118,     43.4262,     42.8228,     43.5799,     44.6713,     43.5798,     45.1559,     43.5932,     43.5960,     43.5811,     43.5902,     43.5811,     43.5891,     43.5811,     43.5937,     43.5811,     43.6020,     43.5811,     43.6312,     43.5811,     43.7598,     43.5811,     43.5784,     43.5784,     43.5789,     43.5789,     43.5792,     43.5792,     43.5784,     43.5784,     43.5790,     43.5790,     43.5793,     43.5793,     43.5790,     43.5790,     43.8278,     43.5811,     43.6409,     43.5811,     43.6099,     43.5811
     157,          2.600000,     46.3997,     45.3298,     39.0476,     38.9961,     43.4251,     42.8217,     43.5800,     44.6719,     43.5799,     45.1569,     43.5933,     43.5961,     43.5813,     43.5903,     43.5813,     43.5892,     43.5813,     43.5938,     43.5813,     43.6021,     43.5813,     43.6313,     43.5813,     43.7600,     43.5812,     43.5786,     43.5786,     43.5790,     43.5790,     43.5794,     43.5794,     43.5785,     43.5785,     43.5791,     43.5791,     43.5795,     43.5795,     43.5791,     43.5791,     43.8281,     43.5812,     43.6411,     43.5813,     43.6101,     43.5813
     158,          2.616667,     46.3802,     45.3120,     39.0309,     38.9810,     43.4239,     42.8206,     43.5802,     44.6726,     43.5800,     45.1579,     43.5934,     43.5962,     43.5814,     43.5905,     43.5814,     43.5894,     43.5814,     43.5940,     43.5814,     43.6023,     43.5814,     43.6315,     43.5814,     43.7602,     43.5814,     43.5787,     43.5787,     43.5791,     43.5791,     43.5795,     43.5795,     43.5786,     43.5786,     43.5792,     43.5792,     43.5796,     43.5796,     43.5793,     43.5793,     43.8283,     43.5814,     43.6412,     43.5814,     43.6102,     43.5814
     159,          2.633333,     46.3607,     45.2939,     39.0071,     38.9596,     43.4228,     42.8196,     43.5803,     44.6731,     43.5802,     45.1589,     43.5936,     43.5964,     43.5815,     43.5906,     43.5815,     43.5895,     43.5815,     43.5941,     43.5815,     43.6024,     43.5815,     43.6316,     43.5815,     43.7604,     43.5815,     43.5788,     43.5788,     43.5793,     43.5793,     43.5796,     43.5796,     43.5788,     43.5788,     43.5794,     43.5794,     43.5797,     43.5797,     43.5794,     43.5794,     43.8285,     43.5815,     43.6414,     43.5815,     43.6103,     43.5815
     160,          2.650000,     46.3456,     45.2779,     38.9864,     38.9408,     43.4217,     42.8185,     43.5804,     44.6737,     43.5803,     45.1598,     43.5937,     43.5965,     43.5816,     43.5907,     43.5816,     43.5896,     43.5816,     43.5942,     43.5816,     43.6025,     43.5816,     43.6318,     43.5816,     43.7606,     43.5816,     43.5790,     43.5790,     43.5794,     43.5794,     43.5797,     43.5797,     43.5789,     43.5789,     43.5795,     43.5795,     43.5799,     43.5799,     43.5795,     43.5795,     43.8288,     43.5816,     43.6415,     43.5816,     43.6105,     43.5816
     161,          2.666667,     46.3316,     45.2635,     38.9651,     38.9216,     43.4206,     42.8175,     43.5805,     44.6743,     43.5804,     45.1606,     43.5938,     43.5966,     43.5818,     43.5909,     43.5818,     43.5897,     43.5818,     43.5943,     43.5818,     43.6027,     43.5818,     43.6319,     43.5818,     43.7608,     43.5817,     43.5791,     43.5791,     43.5795,     43.5795,     43.5798,     43.5798,     43.5790,     43.5790,     43.5796,     43.5796,     43.5800,     43.5800,     43.5796,     43.5796,     43.8290,     43.5817,     43.6417,     43.5818,     43.6106,     43.5818
     162,          2.683333,     46.3166,     45.2487,     38.9444,     38.9026,     43.4195,     42.8165,     43.5806,     44.6748,     43.5805,     45.1613,     43.5939,     43.5967,     43.5819,     43.5910,     43.5819,     43.5899,     43.5819,     43.5944,     43.5819,     43.6028,     43.5819,     43.6320,     43.5819,     43.7609,     43.5819,     43.5791,     43.5791,     43.5796,     43.5796,     43.5799,     43.5799,     43.5791,     43.5791,     43.5797,     43.5797,     43.5801,     43.5801,     43.5797,     43.5797,     43.8292,     43.5819,     43.6418,     43.5819,     43.6107,     43.5819
     163,          2.700000,     46.3016,     45.2344,     38.9245,     38.8842,     43.4184,     42.8155,     43.5807,     44.6753,     43.5806,     45.1621,     43.5940,     43.5968,     43.5820,     43.5911,     43.5820,     43.5900,     43.5820,     43.5946,     43.5820,     43.6029,     43.5820,     43.6321,     43.5820,     43.7611,     43.5820,     43.5793,     43.5793,     43.5797,     43.5797,     43.5800,     43.5800,     43.5792,     43.5792,     43.5798,     43.5798,     43.5802,     43.5802,     43.5798,     43.5798,     43.8294,     43.5820,     43.6419,     43.5820,     43.6108,     43.5820
     164,          2.716667,     46.2849,     45.2191,     38.9039,     38.8657,     43.4173,     42.8144,     43.5808,     44.6758,     43.5807,     45.1630,     43.5941,     43.5969,     43.5821,     43.5912,     43.5821,     43.5901,     43.5821,     43.5947,     43.5821,     43.6030,     43.5821,     43.6322,     43.5821,     43.7612,     43.5821,     43.5794,     43.5794,     43.5798,     43.5798,     43.5801,     43.5801,     43.5793,     43.5793,     43.5799,     43.5799,     43.5803,     43.5803,     43.5799,     43.5799,     43.8296,     43.5821,     43.6420,     43.5821,     43.6109,     43.5821
     165,          2.733334,     46.2678,     45.2030,     38.8824,     38.8460,     43.4162,     42.8134,     43.5809,     44.6763,     43.5808,     45.1637,     43.5942,     43.5970,     43.5822,     43.5913,     43.5822,     43.5902,     43.5822,     43.5947,     43.5822,     43.6031,     43.5822,     43.6324,     43.5822,     43.7614,     43.5821,     43.5794,     43.5794,     43.5799,     43.5799,     43.5802,     43.5802,     43.5794,     43.5794,     43.5800,     43.5800,     43.5804,     43.5804,     43.5800,     43.5800,     43.8298,     43.5822,     43.6421,     43.5822,     43.6110,     43.5822
     166,          2.750000,     46.2499,     45.1870,     38.8612,     38.8263,     43.4152,     42.8124,     43.5810,     44.6767,     43.5809,     45.1643,     43.5943,     43.5971,     43.5823,     43.5914,     43.5823,     43.5903,     43.5823,     43.5948,     43.5823,     43.6032,     43.5823,     43.6325,     43.5823,     43.7615,     43.5822,     43.5795,     43.5795,     43.5800,     43.5800,     43.5803,     43.5803,     43.5795,     43.5795,     43.5801,     43.5801,     43.5805,     43.5805,     43.5801,     43.5801,     43.8299,     43.5822,     43.6422,     43.5823,     43.6111,     43.5823
     167,          2.766667,     46.2310,     45.1700,     38.8398,     38.8069,     43.4142,     42.8115,     43.5811,     44.6771,     43.5810,     45.1649,     43.5944,     43.5972,     43.5823,     43.5914,     43.5824,     43.5903,     43.5824,     43.5949,     43.5824,     43.6033,     43.5824,     43.6325,     43.5823,     43.7617,     43.5823,     43.5796,     43.5796,     43.5801,     43.5801,     43.5804,     43.5804,     43.5796,     43.5796,     43.5802,     43.5802,     43.5806,     43.5806,     43.5802,     43.5802,     43.8301,     43.5823,     43.6424,     43.5823,     43.6112,     43.5823
     168,          2.783334,     46.2116,     45.1522,     38.8182,     38.7874,     43.4132,     42.8106,     43.5812,     44.6775,     43.5811,     45.1656,     43.5945,     43.5973,     43.5824,     43.5915,     43.5824,     43.5904,     43.5824,     43.5950,     43.5824,     43.6033,     43.5824,     43.6326,     43.5824,     43.7618,     43.5824,     43.5797,     43.5797,     43.5801,     43.5801,     43.5805,     43.5805,     43.5797,     43.5797,     43.5803,     43.5803,     43.5807,     43.5807,     43.5803,     43.5803,     43.8302,     43.5824,     43.6424,     43.5824,     43.6113,     43.5824
     169,          2.800000,     46.1907,     45.1326,     38.7981,     38.7690,     43.4122,     42.8097,     43.5813,     44.6779,     43.5811,     45.1662,     43.5946,     43.5974,     43.5825,     43.5916,     43.5825,     43.5905,     43.5825,     43.5951,     43.5825,     43.6034,     43.5825,     43.6327,     43.5825,     43.7619,     43.5825,     43.5798,     43.5798,     43.5802,     43.5802,     43.5806,     43.5806,     43.5798,     43.5798,     43.5803,     43.5803,     43.5807,     43.5807,     43.5804,     43.5804,     43.8304,     43.5825,     43.6425,     43.5825,     43.6114,     43.5825
     170,          2.816667,     46.1691,     45.1104,     38.7752,     38.7476,     43.4112,     42.8088,     43.5814,     44.6783,     43.5812,     45.1668,     43.5947,     43.5975,     43.5826,     43.5917,     43.5826,     43.5906,     43.5826,     43.5952,     43.5826,     43.6035,     43.5826,     43.6328,     43.5826,     43.7620,     43.5826,     43.5798,     43.5798,     43.5803,     43.5803,     43.5806,     43.5806,     43.5798,     43.5798,     43.5804,     43.5804,     43.5808,     43.5808,     43.5804,     43.5804,     43.8305,     43.5826,     43.6426,     43.5826,     43.6114,     43.5826
     171,          2.833333,     46.1466,     45.0876,     38.7524,     38.7262,     43.4103,     42.8080,     43.5814,     44.6786,     43.5813,     45.1673,     43.5947,     43.5975,     43.5827,     43.5918,     43.5827,     43.5907,     43.5827,     43.5953,     43.5827,     43.6036,     43.5827,     43.6329,     43.5827,     43.7621,     43.5826,     43.5799,     43.5799,     43.5804,     43.5804,     43.5807,     43.5807,     43.5799,     43.5799,     43.5805,     43.5805,     43.5809,     43.5809,     43.5805,     43.5805,     43.8307,     43.5826,     43.6427,     43.5827,     43.6115,     43.5827
     172,          2.850000,     46.1237,     45.0615,     38.7280,     38.7032,     43.4093,     42.8072,     43.5815,     44.6790,     43.5814,     45.1679,     43.5948,     43.5976,     43.5827,     43.5918,     43.5827,     43.5907,     43.5827,     43.5953,     43.5827,     43.6036,     43.5827,     43.6330,     43.5827,     43.7622,     43.5827,     43.5800,     43.5800,     43.5804,     43.5804,     43.5808,     43.5808,     43.5800,     43.5800,     43.5806,     43.5806,     43.5810,     43.5810,     43.5806,     43.5806,     43.8308,     43.5827,     43.6428,     43.5827,     43.6116,     43.5827
     173,          2.866667,     46.0992,     45.0331,     38.7078,     38.6832,     43.4084,     42.8064,     43.5816,     44.6793,     43.5814,     45.1684,     43.5949,     43.5977,     43.5828,     43.5919,     43.5828,     43.5908,     43.5828,     43.5954,     43.5828,     43.6037,     43.5828,     43.6331,     43.5828,     43.7623,     43.5828,     43.5800,     43.5800,     43.5805,     43.5805,     43.5809,     43.5809,     43.5801,     43.5801,     43.5806,     43.5806,     43.5810,     43.5810,     43.5807,     43.5807,     43.8309,     43.5828,     43.6429,     43.5828,     43.6117,     43.5828
     174,          2.883333,     46.0757,     45.0024,     38.6878,     38.6634,     43.4075,     42.8057,     43.5816,     44.6797,     43.5815,     45.1689,     43.5950,     43.5977,     43.5829,     43.5920,     43.5829,     43.5909,     43.5829,     43.5955,     43.5829,     43.6038,     43.5829,     43.6331,     43.5829,     43.7624,     43.5829,     43.5801,     43.5801,     43.5806,     43.5806,     43.5809,     43.5809,     43.5801,     43.5801,     43.5807,     43.5807,     43.5811,     43.5811,     43.5807,     43.5807,     43.8311,     43.5829,     43.6430,     43.5829,     43.6117,     43.5829
     175,          2.900000,     46.0515,     44.9685,     38.6663,     38.6426,     43.4066,     42.8050,     43.5817,     44.6800,     43.5816,     45.1694,     43.5950,     43.5978,     43.5829,     43.5921,     43.5829,     43.5909,     43.5829,     43.5955,     43.5829,     43.6039,     43.5829,     43.6332,     43.5829,     43.7625,     43.5829,     43.5802,     43.5802,     43.5806,     43.5806,     43.5810,     43.5810,     43.5802,     43.5802,     43.5808,     43.5808,     43.5812,     43.5812,     43.5808,     43.5808,     43.8312,     43.5829,     43.6430,     43.5829,     43.6118,     43.5829
     176,          2.916667,     46.0269,     44.9329,     38.6446,     38.6213,     43.4057,     42.8044,     43.5818,     44.6803,     43.5816,     45.1698,     43.5951,     43.5979,     43.5830,     43.5921,     43.5830,     43.5910,     43.5830,     43.5956,     43.5830,     43.6039,     43.5830,     43.6333,     43.5830,     43.7626,     43.5830,     43.5802,     43.5802,     43.5807,     43.5807,     43.5811,     43.5811,     43.5803,     43.5803,     43.5808,     43.5808,     43.5812,     43.5812,     43.5808,     43.5808,     43.8313,     43.5830,     43.6431,     43.5830,     43.6119,     43.5830
