"","Time","DF01 Status","DF01 Trigger","DF01 Breach Depth","DF01 Top Width","DF01 Bottom Width","DF01 Flow Intact","DF01 Flow Failed","DF01 Flow","PF01 Status","PF01 Trigger","PF01 Orifice Height","PF01 Orifice Width","PF01 Flow"
     169,          2.800000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    6.007,              6.007,"Closed      ",           2.800192,    0.000,    0.000,              0.000
     170,          2.816667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    5.773,              5.773,"Closed      ",           2.816858,    0.000,    0.000,              0.000
     171,          2.833333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    5.543,              5.543,"Closed      ",           2.833429,    0.000,    0.000,              0.000
     172,          2.850000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    5.308,              5.308,"Closed      ",           2.850096,    0.000,    0.000,              0.000
     173,          2.866667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    5.067,              5.067,"Closed      ",           2.866763,    0.000,    0.000,              0.000
     174,          2.883333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    4.831,              4.831,"Closed      ",           2.883429,    0.000,    0.000,              0.000
     175,          2.900000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    4.622,              4.622,"Closed      ",           2.900096,    0.000,    0.000,              0.000
     176,          2.916667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    4.402,              4.402,"Closed      ",           2.916763,    0.000,    0.000,              0.000
     177,          2.933333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    4.176,              4.176,"Closed      ",           2.933429,    0.000,    0.000,              0.000
     178,          2.950000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    3.960,              3.960,"Closed      ",           2.950096,    0.000,    0.000,              0.000
     179,          2.966667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    3.754,              3.754,"Closed      ",           2.966858,    0.000,    0.000,              0.000
     180,          2.983334,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    3.561,              3.561,"Closed      ",           2.983525,    0.000,    0.000,              0.000
     181,          3.000000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    3.379,              3.379,"Closed      ",           3.000139,    0.000,    0.000,              0.000
