"EG05_018 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG05_018.tcf]","Time (h)","H Loc1_P [EG05_018]","H Loc8_P [EG05_018]","H Loc10_P [EG05_018]","H Loc4_P [EG05_018]"
         409,      -65.199997,         39.0108,         36.1733,         42.4578,         40.6134
         410,      -65.183334,         39.0108,         36.1733,         42.4578,         40.6134
         411,      -65.166664,         39.0108,         36.1733,         42.4578,         40.6134
         412,      -65.150002,         39.0108,         36.1733,         42.4578,         40.6134
         413,      -65.133331,         39.0108,         36.1733,         42.4578,         40.6134
         414,      -65.116669,         39.0108,         36.1733,         42.4578,         40.6134
         415,      -65.099998,         39.0108,         36.1733,         42.4578,         40.6134
         416,      -65.083336,         39.0108,         36.1733,         42.4578,         40.6134
         417,      -65.066666,         39.0108,         36.1733,         42.4578,         40.6134
         418,      -65.050003,         39.0108,         36.1733,         42.4578,         40.6134
         419,      -65.033333,         39.0108,         36.1733,         42.4578,         40.6134
         420,      -65.016670,         39.0108,         36.1733,         42.4578,         40.6134
         421,      -65.000000,         39.0108,         36.1733,         42.4578,         40.6134
         422,      -64.983330,         39.0108,         36.1733,         42.4578,         40.6134
         423,      -64.966667,         39.0108,         36.1733,         42.4578,         40.6134
         424,      -64.949997,         39.0108,         36.1733,         42.4578,         40.6134
         425,      -64.933334,         39.0108,         36.1733,         42.4578,         40.6134
         426,      -64.916664,         39.0108,         36.1733,         42.4578,         40.6134
         427,      -64.900002,         39.0108,         36.1733,         42.4578,         40.6134
         428,      -64.883331,         39.0108,         36.1733,         42.4578,         40.6134
         429,      -64.866669,         39.0108,         36.1733,         42.4578,         40.6134
         430,      -64.849998,         39.0108,         36.1733,         42.4578,         40.6134
         431,      -64.833336,         39.0108,         36.1733,         42.4578,         40.6134
         432,      -64.816666,         39.0108,         36.1733,         42.4578,         40.6134
         433,      -64.800003,         39.0108,         36.1733,         42.4578,         40.6134
         434,      -64.783333,         39.0108,         36.1733,         42.4578,         40.6134
         435,      -64.766670,         39.0108,         36.1733,         42.4578,         40.6134
         436,      -64.750000,         39.0108,         36.1733,         42.4578,         40.6134
         437,      -64.733330,         39.0108,         36.1733,         42.4578,         40.6134
         438,      -64.716667,         39.0108,         36.1733,         42.4578,         40.6134
         439,      -64.699997,         39.0108,         36.1733,         42.4578,         40.6134
         440,      -64.683334,         39.0108,         36.1733,         42.4578,         40.6134
         441,      -64.666664,         39.0108,         36.1733,         42.4578,         40.6134
         442,      -64.650002,         39.0108,         36.1733,         42.4578,         40.6134
         443,      -64.633331,         39.0108,         36.1733,         42.4578,         40.6134
         444,      -64.616669,         39.0108,         36.1733,         42.4578,         40.6134
         445,      -64.599998,         39.0108,         36.1733,         42.4578,         40.6134
         446,      -64.583336,         39.0108,         36.1733,         42.4578,         40.6134
         447,      -64.566666,         39.0108,         36.1733,         42.4578,         40.6134
         448,      -64.550003,         39.0108,         36.1733,         42.4578,         40.6134
         449,      -64.533333,         39.0108,         36.1733,         42.4578,         40.6134
         450,      -64.516670,         39.0108,         36.1733,         42.4578,         40.6134
         451,      -64.500000,         39.0108,         36.1733,         42.4578,         40.6134
         452,      -64.483330,         39.0108,         36.1733,         42.4578,         40.6134
         453,      -64.466667,         39.0108,         36.1733,         42.4578,         40.6134
         454,      -64.449997,         39.0108,         36.1733,         42.4578,         40.6134
         455,      -64.433334,         39.0108,         36.1733,         42.4578,         40.6134
         456,      -64.416664,         39.0108,         36.1733,         42.4578,         40.6134
         457,      -64.400002,         39.0108,         36.1733,         42.4578,         40.6134
         458,      -64.383331,         39.0108,         36.1733,         42.4578,         40.6134
