"EG14_003 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG14_003.tcf]","Time(h)","Entry LC FC01.1_R [EG14_003]","Additional LC FC01.1_R [EG14_003]","Exit LC FC01.1_R [EG14_003]","Entry LC FC01.2_R [EG14_003]","Additional LC FC01.2_R [EG14_003]","Exit LC FC01.2_R [EG14_003]","Entry LC FC04.1_C [EG14_003]","Additional LC FC04.1_C [EG14_003]","Exit LC FC04.1_C [EG14_003]","Entry LC Pipe0 [EG14_003]","Additional LC Pipe0 [EG14_003]","Exit LC Pipe0 [EG14_003]","Entry LC Pipe1 [EG14_003]","Additional LC Pipe1 [EG14_003]","Exit LC Pipe1 [EG14_003]","Entry LC Pipe10 [EG14_003]","Additional LC Pipe10 [EG14_003]","Exit LC Pipe10 [EG14_003]","Entry LC Pipe11 [EG14_003]","Additional LC Pipe11 [EG14_003]","Exit LC Pipe11 [EG14_003]","Entry LC Pipe12 [EG14_003]","Additional LC Pipe12 [EG14_003]","Exit LC Pipe12 [EG14_003]","Entry LC Pipe13 [EG14_003]","Additional LC Pipe13 [EG14_003]","Exit LC Pipe13 [EG14_003]","Entry LC Pipe14 [EG14_003]","Additional LC Pipe14 [EG14_003]","Exit LC Pipe14 [EG14_003]","Entry LC Pipe15 [EG14_003]","Additional LC Pipe15 [EG14_003]","Exit LC Pipe15 [EG14_003]","Entry LC Pipe16 [EG14_003]","Additional LC Pipe16 [EG14_003]","Exit LC Pipe16 [EG14_003]","Entry LC Pipe17 [EG14_003]","Additional LC Pipe17 [EG14_003]","Exit LC Pipe17 [EG14_003]","Entry LC Pipe19 [EG14_003]","Additional LC Pipe19 [EG14_003]","Exit LC Pipe19 [EG14_003]","Entry LC Pipe2 [EG14_003]","Additional LC Pipe2 [EG14_003]","Exit LC Pipe2 [EG14_003]","Entry LC Pipe3 [EG14_003]","Additional LC Pipe3 [EG14_003]","Exit LC Pipe3 [EG14_003]","Entry LC Pipe4 [EG14_003]","Additional LC Pipe4 [EG14_003]","Exit LC Pipe4 [EG14_003]","Entry LC Pipe5 [EG14_003]","Additional LC Pipe5 [EG14_003]","Exit LC Pipe5 [EG14_003]","Entry LC Pipe6 [EG14_003]","Additional LC Pipe6 [EG14_003]","Exit LC Pipe6 [EG14_003]","Entry LC Pipe7 [EG14_003]","Additional LC Pipe7 [EG14_003]","Exit LC Pipe7 [EG14_003]","Entry LC Pipe8 [EG14_003]","Additional LC Pipe8 [EG14_003]","Exit LC Pipe8 [EG14_003]","Entry LC Pipe9 [EG14_003]","Additional LC Pipe9 [EG14_003]","Exit LC Pipe9 [EG14_003]","LC Pit1 [EG14_003]","LC Pit10 [EG14_003]","LC Pit11 [EG14_003]","LC Pit12 [EG14_003]","LC Pit13 [EG14_003]","LC Pit14 [EG14_003]","LC Pit15 [EG14_003]","LC Pit16 [EG14_003]","LC Pit17 [EG14_003]","LC Pit18 [EG14_003]","LC Pit19 [EG14_003]","LC Pit2 [EG14_003]","LC Pit3 [EG14_003]","LC Pit4 [EG14_003]","LC Pit5 [EG14_003]","LC Pit6 [EG14_003]","LC Pit7 [EG14_003]","LC Pit8 [EG14_003]","LC Pit9 [EG14_003]"
      31,          0.500000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.06,0.22,0.00,0.03,0.18,0.00,0.58,0.15,0.00,0.49,0.15,0.00,0.56,0.12,0.42,0.32,0.00,0.00,0.00,0.15,0.14,0.64,0.00,0.01,1.00,0.16,0.00,0.25,0.22,0.68,0.57,0.00,0.00,1.00,0.50,0.00,0.24,0.23,0.00,0.24,0.18,0.00,0.59,0.16,0.00,0.54,0.50,0.00,0.33,0.22,0.00,0.44,0.21,0.37,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      32,          0.516667,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.04,0.22,0.00,0.02,0.18,0.00,0.58,0.15,0.00,0.48,0.16,0.00,0.55,0.12,0.41,0.30,0.00,0.00,0.00,0.15,0.14,0.63,0.00,0.01,1.00,0.16,0.00,0.21,0.22,0.67,0.57,0.00,0.00,1.00,0.50,0.00,0.22,0.23,0.00,0.24,0.18,0.00,0.58,0.16,0.00,0.54,0.50,0.00,0.32,0.22,0.00,0.44,0.21,0.37,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      33,          0.533333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.02,0.22,0.00,0.01,0.18,0.00,0.58,0.15,0.00,0.47,0.16,0.00,0.55,0.11,0.40,0.28,0.00,0.00,0.00,0.15,0.14,0.62,0.00,0.01,1.00,0.16,0.00,0.16,0.22,0.66,0.57,0.00,0.00,1.00,0.50,0.00,0.19,0.23,0.00,0.24,0.17,0.00,0.58,0.16,0.00,0.53,0.50,0.00,0.32,0.22,0.00,0.43,0.21,0.36,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      34,          0.550000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.01,0.22,0.00,0.01,0.17,0.00,0.57,0.15,0.00,0.46,0.16,0.00,0.54,0.11,0.39,0.25,0.00,0.00,0.00,0.14,0.13,0.60,0.00,0.01,1.00,0.15,0.00,0.12,0.22,0.65,0.56,0.00,0.00,1.00,0.50,0.00,0.17,0.23,0.00,0.24,0.17,0.00,0.57,0.15,0.00,0.52,0.50,0.00,0.31,0.22,0.00,0.43,0.21,0.36,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      35,          0.566667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.01,0.22,0.00,0.00,0.17,0.00,0.57,0.15,0.00,0.45,0.16,0.00,0.53,0.11,0.38,0.22,0.00,0.00,0.00,0.14,0.13,0.59,0.00,0.01,1.00,0.15,0.00,0.09,0.22,0.61,0.58,0.00,0.00,1.00,0.50,0.00,0.15,0.23,0.00,0.21,0.16,0.00,0.56,0.15,0.00,0.51,0.50,0.00,0.31,0.22,0.00,0.44,0.21,0.36,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      36,          0.583333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.22,0.00,0.00,0.17,0.00,0.57,0.15,0.00,0.43,0.16,0.00,0.52,0.11,0.36,0.19,0.00,0.00,0.00,0.14,0.13,0.57,0.00,0.01,1.00,0.15,0.00,0.06,0.22,0.60,0.58,0.00,0.00,1.00,0.50,0.00,0.13,0.23,0.00,0.20,0.16,0.00,0.55,0.15,0.00,0.50,0.50,0.00,0.30,0.22,0.00,0.43,0.21,0.36,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      37,          0.600000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.22,0.00,0.00,0.16,0.00,0.56,0.14,0.00,0.42,0.16,0.00,0.52,0.11,0.35,0.16,0.00,0.00,0.00,0.14,0.12,0.55,0.00,0.01,1.00,0.15,0.00,0.03,0.22,0.59,0.58,0.00,0.00,1.00,0.50,0.00,0.11,0.23,0.00,0.19,0.16,0.00,0.55,0.15,0.00,0.49,0.50,0.00,0.30,0.22,0.00,0.43,0.21,0.36,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      38,          0.616667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.22,0.00,0.00,0.16,0.00,0.56,0.14,0.00,0.40,0.16,0.00,0.51,0.11,0.34,0.13,0.00,0.00,0.00,0.14,0.12,0.54,0.00,0.01,1.00,0.15,0.00,0.01,0.22,0.57,0.58,0.00,0.00,1.00,0.50,0.00,0.09,0.23,0.00,0.17,0.16,0.00,0.54,0.15,0.00,0.48,0.50,0.00,0.29,0.22,0.00,0.42,0.21,0.35,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      39,          0.633333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.22,0.00,0.00,0.16,0.00,0.55,0.14,0.00,0.38,0.16,0.00,0.50,0.11,0.32,0.10,0.00,0.00,0.00,0.14,0.12,0.52,0.00,0.01,1.00,0.15,0.00,0.00,0.22,0.55,0.58,0.00,0.00,1.00,0.50,0.00,0.07,0.23,0.00,0.16,0.16,0.00,0.54,0.15,0.00,0.47,0.50,0.00,0.28,0.22,0.00,0.42,0.21,0.35,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      40,          0.650000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.22,0.00,0.00,0.16,0.00,0.55,0.14,0.00,0.37,0.15,0.00,0.49,0.11,0.32,0.08,0.00,0.00,0.00,0.14,0.11,0.50,0.00,0.01,1.00,0.15,0.00,0.00,0.22,0.54,0.57,0.00,0.00,1.00,0.50,0.00,0.06,0.23,0.00,0.15,0.16,0.00,0.53,0.15,0.00,0.46,0.50,0.00,0.28,0.22,0.00,0.41,0.21,0.34,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      41,          0.666667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.22,0.00,0.00,0.16,0.00,0.55,0.14,0.00,0.35,0.15,0.00,0.48,0.11,0.31,0.06,0.00,0.00,0.00,0.14,0.11,0.49,0.00,0.01,1.00,0.15,0.00,0.00,0.22,0.52,0.57,0.00,0.00,1.00,0.50,0.00,0.04,0.23,0.00,0.14,0.16,0.00,0.53,0.15,0.00,0.44,0.50,0.00,0.27,0.22,0.00,0.40,0.21,0.34,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      42,          0.683333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.22,0.00,0.00,0.16,0.00,0.54,0.14,0.00,0.34,0.15,0.00,0.48,0.10,0.30,0.04,0.00,0.00,0.00,0.13,0.11,0.47,0.00,0.01,1.00,0.15,0.00,0.00,0.22,0.51,0.56,0.00,0.00,1.00,0.50,0.00,0.03,0.23,0.00,0.13,0.16,0.00,0.52,0.15,0.00,0.43,0.50,0.00,0.26,0.22,0.00,0.40,0.21,0.34,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      43,          0.700000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.22,0.00,0.00,0.16,0.00,0.54,0.14,0.00,0.32,0.15,0.00,0.47,0.10,0.29,0.03,0.00,0.00,0.00,0.13,0.11,0.45,0.00,0.01,1.00,0.14,0.00,0.00,0.22,0.51,0.54,0.00,0.00,1.00,0.50,0.00,0.02,0.23,0.00,0.13,0.16,0.00,0.52,0.15,0.00,0.42,0.50,0.00,0.25,0.22,0.00,0.39,0.20,0.33,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      44,          0.716667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.22,0.00,0.00,0.16,0.00,0.53,0.14,0.00,0.31,0.15,0.00,0.46,0.10,0.28,0.02,0.00,0.00,0.00,0.13,0.10,0.43,0.00,0.01,1.00,0.14,0.00,0.00,0.22,0.49,0.53,0.00,0.00,1.00,0.50,0.00,0.01,0.23,0.00,0.12,0.16,0.00,0.52,0.15,0.00,0.41,0.50,0.00,0.24,0.22,0.00,0.39,0.20,0.33,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      45,          0.733333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.22,0.00,0.00,0.16,0.00,0.53,0.14,0.00,0.29,0.15,0.00,0.45,0.10,0.27,0.01,0.00,0.00,0.00,0.13,0.10,0.39,0.00,0.01,1.00,0.14,0.00,0.00,0.22,0.46,0.55,0.00,0.00,1.00,0.50,0.00,0.00,0.23,0.00,0.08,0.16,0.00,0.50,0.15,0.00,0.39,0.50,0.00,0.23,0.22,0.00,0.38,0.20,0.32,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      46,          0.750000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.22,0.00,0.00,0.16,0.00,0.52,0.14,0.00,0.28,0.15,0.00,0.44,0.10,0.26,0.00,0.00,0.00,0.00,0.13,0.09,0.36,0.00,0.01,1.00,0.13,0.00,0.00,0.22,0.43,0.55,0.00,0.00,1.00,0.50,0.00,0.00,0.23,0.00,0.06,0.16,0.00,0.49,0.15,0.00,0.37,0.50,0.00,0.22,0.22,0.00,0.35,0.20,0.30,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      47,          0.766667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.22,0.00,0.00,0.16,0.00,0.52,0.14,0.00,0.26,0.15,0.00,0.44,0.10,0.25,0.00,0.00,0.00,0.00,0.12,0.09,0.31,0.00,0.01,1.00,0.12,0.00,0.00,0.22,0.42,0.54,0.00,0.00,1.00,0.50,0.00,0.00,0.23,0.00,0.06,0.15,0.00,0.48,0.14,0.00,0.34,0.50,0.00,0.22,0.22,0.00,0.37,0.20,0.32,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      48,          0.783333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.22,0.00,0.00,0.16,0.00,0.52,0.13,0.00,0.24,0.15,0.00,0.43,0.10,0.24,0.00,0.00,0.00,0.00,0.12,0.08,0.25,0.00,0.01,1.00,0.12,0.00,0.00,0.22,0.40,0.54,0.00,0.00,1.00,0.50,0.00,0.00,0.23,0.00,0.05,0.15,0.00,0.46,0.14,0.00,0.31,0.50,0.00,0.22,0.22,0.00,0.37,0.20,0.31,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      49,          0.800000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.22,0.00,0.00,0.16,0.00,0.52,0.13,0.00,0.22,0.15,0.00,0.42,0.10,0.23,0.00,0.00,0.00,0.00,0.11,0.08,0.18,0.00,0.01,1.00,0.10,0.00,0.00,0.22,0.39,0.53,0.00,0.00,1.00,0.50,0.00,0.00,0.23,0.00,0.03,0.15,0.00,0.45,0.13,0.00,0.27,0.50,0.00,0.23,0.22,0.00,0.37,0.20,0.32,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      50,          0.816667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.22,0.00,0.00,0.16,0.00,0.51,0.12,0.00,0.18,0.15,0.00,0.41,0.09,0.22,0.00,0.00,0.00,0.00,0.11,0.07,0.10,0.00,0.00,1.00,0.07,0.00,0.00,0.22,0.37,0.52,0.00,0.00,1.00,0.50,0.00,0.00,0.23,0.00,0.01,0.15,0.00,0.43,0.13,0.00,0.22,0.50,0.00,0.23,0.22,0.00,0.37,0.20,0.32,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      51,          0.833333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.16,0.00,0.50,0.12,0.00,0.15,0.14,0.00,0.39,0.09,0.20,0.00,0.00,0.00,0.00,0.10,0.06,0.02,0.00,0.00,1.00,0.00,0.00,0.00,0.22,0.32,0.52,0.02,0.00,1.00,0.50,0.00,0.00,0.23,0.00,0.00,0.14,0.00,0.40,0.12,0.00,0.16,0.50,0.00,0.23,0.22,0.00,0.37,0.19,0.32,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      52,          0.850000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.15,0.00,0.50,0.12,0.00,0.11,0.14,0.00,0.37,0.08,0.19,0.00,0.00,0.00,0.00,0.08,0.05,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.22,0.29,0.49,0.03,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.13,0.00,0.35,0.11,0.00,0.07,0.50,0.00,0.23,0.22,0.00,0.37,0.19,0.31,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      53,          0.866667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.15,0.00,0.49,0.11,0.00,0.07,0.13,0.00,0.35,0.07,0.17,0.00,0.00,0.00,0.00,0.06,0.04,0.00,0.00,0.00,1.00,0.50,0.00,1.00,0.22,0.24,0.47,0.04,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.13,0.00,0.29,0.10,0.00,0.01,0.50,0.00,0.23,0.22,0.00,0.36,0.19,0.31,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      54,          0.883333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.15,0.00,0.48,0.11,0.00,0.04,0.13,0.00,0.33,0.05,0.15,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,0.00,1.00,0.50,0.00,1.00,0.22,0.20,0.45,0.05,0.00,1.00,0.50,0.00,0.00,0.25,0.00,0.00,0.12,0.00,0.25,0.10,0.00,0.00,0.50,0.00,0.22,0.22,0.00,0.36,0.19,0.31,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      55,          0.900000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.15,0.00,0.48,0.10,0.00,0.01,0.13,0.00,0.31,0.04,0.14,0.00,0.50,0.00,1.00,0.02,0.03,0.00,0.00,0.00,1.00,0.50,0.00,1.00,0.23,0.18,0.44,0.05,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.12,0.00,0.21,0.09,0.00,0.00,0.50,0.00,0.22,0.22,0.00,0.35,0.19,0.30,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      56,          0.916667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.14,0.00,0.47,0.10,0.00,0.00,0.12,0.00,0.28,0.02,0.13,0.00,0.50,0.00,1.00,0.00,0.03,0.00,0.00,0.00,1.00,0.50,0.00,1.00,0.22,0.17,0.42,0.05,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.11,0.00,0.18,0.08,0.00,0.00,0.50,0.00,0.21,0.22,0.00,0.34,0.19,0.30,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      57,          0.933333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.14,0.00,0.45,0.09,0.00,0.00,0.12,0.00,0.25,0.00,0.11,0.00,0.50,0.00,1.00,0.00,0.02,0.00,0.00,0.00,1.00,0.50,0.00,1.00,0.22,0.16,0.41,0.06,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.11,0.00,0.16,0.07,0.00,0.00,0.50,0.00,0.20,0.22,0.00,0.27,0.19,0.26,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      58,          0.950000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.14,0.00,0.44,0.08,0.00,0.00,0.12,0.00,0.21,0.00,0.10,0.00,0.50,0.00,1.00,0.00,0.02,0.00,0.00,0.00,1.00,0.50,0.00,1.00,0.23,0.16,0.40,0.07,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.11,0.00,0.13,0.06,0.00,0.00,0.50,0.00,0.19,0.22,0.00,0.30,0.19,0.28,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      59,          0.966667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.13,0.00,0.42,0.07,0.00,0.00,0.11,0.00,0.17,0.00,0.08,0.00,0.50,0.00,1.00,0.00,0.02,0.00,0.10,0.00,1.00,0.50,0.00,1.00,0.23,0.14,0.39,0.07,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.11,0.00,0.12,0.05,0.00,0.00,0.50,0.00,0.17,0.21,0.00,0.28,0.19,0.27,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      60,          0.983333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.13,0.00,0.40,0.05,0.00,0.00,0.11,0.00,0.13,0.00,0.07,0.00,0.50,0.00,1.00,0.00,0.02,0.00,0.22,0.00,1.00,0.50,0.00,1.00,0.23,0.13,0.39,0.08,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.10,0.00,0.09,0.04,0.00,0.00,0.50,0.00,0.15,0.21,0.00,0.26,0.19,0.26,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      61,          1.000000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.13,0.00,0.38,0.03,0.00,0.00,0.10,0.00,0.09,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,1.00,0.50,0.00,1.00,0.23,0.12,0.38,0.09,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.10,0.00,0.08,0.02,0.00,0.00,0.50,0.00,0.14,0.21,0.00,0.24,0.19,0.24,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      62,          1.016667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.12,0.00,0.36,0.02,0.00,0.00,0.10,0.00,0.06,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,1.00,0.50,0.00,1.00,0.23,0.12,0.38,0.09,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.10,0.00,0.07,0.02,0.00,0.00,0.50,0.00,0.11,0.21,0.00,0.22,0.19,0.23,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      63,          1.033333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.12,0.00,0.35,0.01,0.00,0.00,0.10,0.00,0.05,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,1.00,0.50,0.00,1.00,0.23,0.12,0.37,0.10,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.10,0.00,0.07,0.02,0.00,0.00,0.50,0.00,0.09,0.21,0.00,0.20,0.20,0.22,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      64,          1.050000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.12,0.00,0.35,0.00,0.00,0.00,0.10,0.00,0.04,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,1.00,0.50,0.00,1.00,0.23,0.12,0.37,0.10,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.10,0.00,0.07,0.02,0.00,0.00,0.50,0.00,0.06,0.21,0.00,0.17,0.20,0.21,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      65,          1.066667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.12,0.00,0.34,0.00,0.00,0.00,0.09,0.00,0.02,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,1.00,0.50,0.00,1.00,0.23,0.12,0.37,0.10,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.10,0.00,0.07,0.02,0.00,0.00,0.50,0.00,0.04,0.21,0.00,0.15,0.20,0.20,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
