"EG14_003 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG14_003.tcf]","Time(h)","V FC01.1_R [EG14_003]","V FC01.2_R [EG14_003]","V FC04.1_C [EG14_003]","V Pipe0 [EG14_003]","V Pipe1 [EG14_003]","V Pipe10 [EG14_003]","V Pipe11 [EG14_003]","V Pipe12 [EG14_003]","V Pipe13 [EG14_003]","V Pipe14 [EG14_003]","V Pipe15 [EG14_003]","V Pipe16 [EG14_003]","V Pipe17 [EG14_003]","V Pipe19 [EG14_003]","V Pipe2 [EG14_003]","V Pipe3 [EG14_003]","V Pipe4 [EG14_003]","V Pipe5 [EG14_003]","V Pipe6 [EG14_003]","V Pipe7 [EG14_003]","V Pipe8 [EG14_003]","V Pipe9 [EG14_003]","V Pit1 [EG14_003]","V Pit10 [EG14_003]","V Pit11 [EG14_003]","V Pit12 [EG14_003]","V Pit13 [EG14_003]","V Pit14 [EG14_003]","V Pit15 [EG14_003]","V Pit16 [EG14_003]","V Pit17 [EG14_003]","V Pit18 [EG14_003]","V Pit19 [EG14_003]","V Pit2 [EG14_003]","V Pit3 [EG14_003]","V Pit4 [EG14_003]","V Pit5 [EG14_003]","V Pit6 [EG14_003]","V Pit7 [EG14_003]","V Pit8 [EG14_003]","V Pit9 [EG14_003]"
      56,          0.916667,    8.136,    4.148,    0.000,    0.020,    0.052,    0.141,    0.020,    0.058,    0.004,    0.000,    0.003,    0.000,    0.000,    0.108,   -0.086,    0.000,   -0.003,    0.042,    0.013,    0.205,    0.325,    0.284,   -0.136,   -0.046,   -0.040,   -0.038,   -0.039,   -0.043,   -0.053,   -0.073,   -0.218,   -0.234,   -0.160,   -0.110,   -0.159,   -0.215,   -0.140,   -0.157,   -0.113,   -0.081,   -0.058
      57,          0.933333,    8.138,    4.242,    0.000,    0.018,    0.047,    0.124,    0.016,    0.050,    0.003,    0.000,    0.002,    0.000,    0.000,    0.097,   -0.079,    0.000,   -0.004,    0.037,    0.011,    0.189,    0.292,    0.258,   -0.127,   -0.043,   -0.038,   -0.036,   -0.037,   -0.041,   -0.050,   -0.068,   -0.203,   -0.233,   -0.161,   -0.105,   -0.147,   -0.198,   -0.130,   -0.146,   -0.106,   -0.075,   -0.054
      58,          0.950000,    8.138,    4.323,    0.000,    0.015,    0.042,    0.106,    0.013,    0.041,    0.002,    0.000,    0.001,    0.000,    0.000,    0.087,   -0.072,    0.000,   -0.005,    0.032,    0.009,    0.170,    0.256,    0.229,   -0.120,   -0.040,   -0.035,   -0.034,   -0.035,   -0.038,   -0.046,   -0.063,   -0.189,   -0.231,   -0.163,   -0.101,   -0.137,   -0.181,   -0.119,   -0.135,   -0.099,   -0.068,   -0.049
      59,          0.966667,    8.138,    4.395,    0.000,    0.013,    0.036,    0.090,    0.010,    0.034,    0.001,    0.000,    0.001,    0.000,    0.000,    0.080,   -0.066,    0.000,   -0.004,    0.029,    0.008,    0.153,    0.226,    0.204,   -0.112,   -0.037,   -0.033,   -0.032,   -0.033,   -0.036,   -0.044,   -0.059,   -0.175,   -0.226,   -0.163,   -0.096,   -0.126,   -0.164,   -0.110,   -0.124,   -0.092,   -0.062,   -0.045
      60,          0.983333,    8.138,    4.460,    0.000,    0.010,    0.030,    0.077,    0.007,    0.028,    0.000,    0.000,    0.000,    0.000,    0.000,    0.072,   -0.060,    0.000,   -0.004,    0.025,    0.006,    0.137,    0.198,    0.180,   -0.105,   -0.034,   -0.031,   -0.031,   -0.030,   -0.034,   -0.041,   -0.055,   -0.162,   -0.220,   -0.163,   -0.092,   -0.115,   -0.149,   -0.101,   -0.114,   -0.084,   -0.056,   -0.042
      61,          1.000000,    8.137,    4.520,    0.000,    0.008,    0.026,    0.066,    0.005,    0.023,    0.000,    0.000,    0.000,    0.000,    0.000,    0.065,   -0.055,    0.000,   -0.004,    0.022,    0.005,    0.121,    0.172,    0.157,   -0.099,   -0.032,   -0.029,   -0.029,   -0.029,   -0.031,   -0.038,   -0.051,   -0.150,   -0.212,   -0.163,   -0.087,   -0.106,   -0.136,   -0.093,   -0.106,   -0.077,   -0.051,   -0.038
      62,          1.016667,    8.136,    4.574,    0.000,    0.007,    0.026,    0.061,    0.005,    0.021,    0.000,    0.000,    0.000,    0.000,    0.000,    0.063,   -0.052,    0.000,   -0.005,    0.022,    0.005,    0.111,    0.156,    0.147,   -0.096,   -0.031,   -0.028,   -0.028,   -0.028,   -0.031,   -0.037,   -0.050,   -0.143,   -0.208,   -0.168,   -0.086,   -0.102,   -0.130,   -0.089,   -0.101,   -0.073,   -0.049,   -0.037
      63,          1.033333,    8.134,    4.623,    0.000,    0.007,    0.025,    0.058,    0.004,    0.020,    0.000,    0.000,    0.000,    0.000,    0.000,    0.063,   -0.049,    0.000,   -0.005,    0.021,    0.005,    0.101,    0.144,    0.140,   -0.093,   -0.030,   -0.028,   -0.028,   -0.028,   -0.031,   -0.037,   -0.050,   -0.137,   -0.202,   -0.173,   -0.084,   -0.098,   -0.124,   -0.086,   -0.097,   -0.071,   -0.048,   -0.036
      64,          1.050000,    8.132,    4.669,    0.000,    0.006,    0.024,    0.055,    0.004,    0.018,    0.000,    0.000,    0.000,    0.000,    0.000,    0.062,   -0.045,    0.000,   -0.004,    0.021,    0.005,    0.091,    0.133,    0.133,   -0.090,   -0.030,   -0.028,   -0.028,   -0.028,   -0.030,   -0.036,   -0.049,   -0.131,   -0.196,   -0.176,   -0.083,   -0.095,   -0.118,   -0.083,   -0.092,   -0.069,   -0.047,   -0.035
      65,          1.066667,    8.129,    4.717,    0.000,    0.006,    0.024,    0.052,    0.004,    0.017,    0.000,    0.000,    0.000,    0.000,    0.000,    0.061,   -0.042,    0.000,   -0.004,    0.021,    0.005,    0.082,    0.122,    0.127,   -0.088,   -0.029,   -0.027,   -0.027,   -0.027,   -0.030,   -0.036,   -0.048,   -0.126,   -0.189,   -0.178,   -0.083,   -0.091,   -0.113,   -0.080,   -0.088,   -0.067,   -0.045,   -0.035
      66,          1.083333,    8.126,    4.763,    0.000,    0.006,    0.023,    0.049,    0.003,    0.016,    0.000,    0.000,    0.000,    0.000,    0.000,    0.059,   -0.040,    0.000,   -0.004,    0.020,    0.004,    0.074,    0.113,    0.121,   -0.087,   -0.029,   -0.027,   -0.027,   -0.027,   -0.029,   -0.035,   -0.048,   -0.121,   -0.183,   -0.180,   -0.081,   -0.088,   -0.108,   -0.077,   -0.085,   -0.065,   -0.044,   -0.034
      67,          1.100000,    8.122,    4.802,    0.000,    0.006,    0.022,    0.045,    0.003,    0.014,    0.000,    0.000,    0.000,    0.000,    0.000,    0.057,   -0.038,    0.000,   -0.005,    0.019,    0.004,    0.067,    0.104,    0.115,   -0.087,   -0.028,   -0.027,   -0.027,   -0.027,   -0.029,   -0.035,   -0.047,   -0.117,   -0.177,   -0.180,   -0.081,   -0.085,   -0.104,   -0.075,   -0.081,   -0.063,   -0.043,   -0.033
      68,          1.116667,    8.116,    4.839,    0.000,    0.005,    0.022,    0.043,    0.002,    0.013,    0.000,    0.000,    0.000,    0.000,    0.000,    0.056,   -0.035,    0.000,   -0.005,    0.019,    0.004,    0.060,    0.096,    0.109,   -0.085,   -0.028,   -0.026,   -0.026,   -0.026,   -0.028,   -0.034,   -0.046,   -0.113,   -0.172,   -0.181,   -0.080,   -0.083,   -0.100,   -0.072,   -0.078,   -0.061,   -0.042,   -0.032
      69,          1.133333,    8.108,    4.870,    0.000,    0.005,    0.021,    0.041,    0.002,    0.013,    0.000,    0.000,    0.000,    0.000,    0.000,    0.055,   -0.033,    0.000,   -0.004,    0.018,    0.004,    0.053,    0.089,    0.105,   -0.084,   -0.027,   -0.026,   -0.026,   -0.026,   -0.028,   -0.034,   -0.045,   -0.109,   -0.166,   -0.180,   -0.079,   -0.080,   -0.096,   -0.070,   -0.075,   -0.060,   -0.041,   -0.032
      70,          1.150000,    8.099,    4.894,    0.000,    0.005,    0.021,    0.039,    0.002,    0.012,    0.000,    0.000,    0.000,    0.000,    0.000,    0.055,   -0.031,    0.000,   -0.004,    0.018,    0.004,    0.048,    0.083,    0.101,   -0.083,   -0.027,   -0.026,   -0.026,   -0.026,   -0.028,   -0.033,   -0.045,   -0.104,   -0.160,   -0.179,   -0.078,   -0.078,   -0.093,   -0.068,   -0.074,   -0.058,   -0.040,   -0.031
      71,          1.166667,    8.090,    4.910,    0.000,    0.005,    0.020,    0.037,    0.001,    0.011,    0.000,    0.000,    0.000,    0.000,    0.000,    0.053,   -0.030,    0.000,   -0.004,    0.017,    0.004,    0.043,    0.077,    0.097,   -0.082,   -0.026,   -0.025,   -0.025,   -0.025,   -0.027,   -0.033,   -0.044,   -0.101,   -0.155,   -0.176,   -0.077,   -0.075,   -0.089,   -0.066,   -0.072,   -0.057,   -0.039,   -0.030
      72,          1.183333,    8.080,    4.920,    0.000,    0.005,    0.020,    0.036,    0.001,    0.010,    0.000,    0.000,    0.000,    0.000,    0.000,    0.052,   -0.028,    0.000,   -0.004,    0.017,    0.003,    0.039,    0.072,    0.094,   -0.081,   -0.026,   -0.025,   -0.025,   -0.025,   -0.027,   -0.032,   -0.043,   -0.097,   -0.150,   -0.174,   -0.076,   -0.073,   -0.086,   -0.064,   -0.071,   -0.055,   -0.038,   -0.030
      73,          1.200000,    8.069,    4.925,    0.000,    0.004,    0.019,    0.034,    0.001,    0.010,    0.000,    0.000,    0.000,    0.000,    0.000,    0.051,   -0.027,    0.000,   -0.004,    0.016,    0.003,    0.035,    0.067,    0.090,   -0.080,   -0.025,   -0.025,   -0.025,   -0.024,   -0.026,   -0.032,   -0.043,   -0.094,   -0.146,   -0.171,   -0.075,   -0.071,   -0.083,   -0.062,   -0.069,   -0.054,   -0.037,   -0.029
      74,          1.216667,    8.057,    4.927,    0.000,    0.004,    0.019,    0.033,    0.001,    0.009,    0.000,    0.000,    0.000,    0.000,    0.000,    0.050,   -0.026,    0.000,   -0.004,    0.016,    0.003,    0.032,    0.063,    0.088,   -0.079,   -0.025,   -0.024,   -0.024,   -0.024,   -0.026,   -0.031,   -0.042,   -0.090,   -0.141,   -0.167,   -0.074,   -0.069,   -0.081,   -0.060,   -0.068,   -0.053,   -0.037,   -0.029
      75,          1.233333,    8.045,    4.927,    0.000,    0.004,    0.018,    0.032,    0.001,    0.009,    0.000,    0.000,    0.000,    0.000,    0.000,    0.049,   -0.025,    0.000,   -0.004,    0.016,    0.003,    0.029,    0.059,    0.085,   -0.078,   -0.024,   -0.024,   -0.024,   -0.024,   -0.026,   -0.031,   -0.042,   -0.087,   -0.137,   -0.164,   -0.073,   -0.067,   -0.078,   -0.058,   -0.067,   -0.052,   -0.036,   -0.028
      76,          1.250000,    8.033,    4.927,    0.000,    0.004,    0.018,    0.030,    0.001,    0.008,    0.000,    0.000,    0.000,    0.000,    0.000,    0.048,   -0.024,    0.000,   -0.004,    0.015,    0.003,    0.026,    0.055,    0.083,   -0.077,   -0.024,   -0.024,   -0.024,   -0.024,   -0.025,   -0.030,   -0.041,   -0.084,   -0.133,   -0.160,   -0.072,   -0.065,   -0.075,   -0.056,   -0.065,   -0.051,   -0.035,   -0.028
      77,          1.266667,    8.020,    4.925,    0.000,    0.004,    0.018,    0.030,    0.001,    0.008,    0.000,    0.000,    0.000,    0.000,    0.000,    0.048,   -0.024,    0.000,   -0.004,    0.015,    0.003,    0.025,    0.053,    0.081,   -0.077,   -0.024,   -0.024,   -0.024,   -0.023,   -0.025,   -0.030,   -0.041,   -0.082,   -0.130,   -0.157,   -0.072,   -0.064,   -0.073,   -0.055,   -0.065,   -0.050,   -0.035,   -0.028
      78,          1.283333,    8.005,    4.924,    0.000,    0.004,    0.018,    0.030,    0.001,    0.008,    0.000,    0.000,    0.000,    0.000,    0.000,    0.047,   -0.023,    0.000,   -0.004,    0.015,    0.003,    0.023,    0.052,    0.080,   -0.076,   -0.024,   -0.023,   -0.023,   -0.023,   -0.025,   -0.030,   -0.040,   -0.081,   -0.127,   -0.154,   -0.071,   -0.062,   -0.072,   -0.054,   -0.064,   -0.050,   -0.035,   -0.027
      79,          1.300000,    7.988,    4.922,    0.000,    0.004,    0.017,    0.029,    0.000,    0.008,    0.000,    0.000,    0.000,    0.000,    0.000,    0.047,   -0.023,    0.000,   -0.004,    0.015,    0.003,    0.022,    0.050,    0.079,   -0.076,   -0.024,   -0.023,   -0.023,   -0.023,   -0.025,   -0.030,   -0.040,   -0.079,   -0.124,   -0.151,   -0.071,   -0.061,   -0.070,   -0.053,   -0.064,   -0.050,   -0.035,   -0.027
      80,          1.316667,    7.970,    4.920,    0.000,    0.004,    0.017,    0.029,    0.000,    0.008,    0.000,    0.000,    0.000,    0.000,    0.000,    0.047,   -0.023,    0.000,   -0.004,    0.015,    0.003,    0.021,    0.049,    0.078,   -0.076,   -0.023,   -0.023,   -0.023,   -0.023,   -0.025,   -0.030,   -0.040,   -0.077,   -0.121,   -0.148,   -0.071,   -0.060,   -0.069,   -0.052,   -0.064,   -0.049,   -0.034,   -0.027
      81,          1.333333,    7.951,    4.918,    0.000,    0.004,    0.017,    0.028,    0.000,    0.007,    0.000,    0.000,    0.000,    0.000,    0.000,    0.046,   -0.022,    0.000,   -0.004,    0.015,    0.003,    0.020,    0.048,    0.077,   -0.075,   -0.023,   -0.023,   -0.023,   -0.023,   -0.024,   -0.029,   -0.040,   -0.076,   -0.119,   -0.145,   -0.070,   -0.060,   -0.067,   -0.052,   -0.063,   -0.049,   -0.034,   -0.027
      82,          1.350000,    7.932,    4.915,    0.000,    0.004,    0.017,    0.028,    0.000,    0.007,    0.000,    0.000,    0.000,    0.000,    0.000,    0.046,   -0.022,    0.000,   -0.004,    0.014,    0.002,    0.019,    0.046,    0.077,   -0.075,   -0.023,   -0.023,   -0.023,   -0.023,   -0.024,   -0.029,   -0.040,   -0.075,   -0.116,   -0.142,   -0.070,   -0.060,   -0.066,   -0.051,   -0.063,   -0.049,   -0.034,   -0.027
      83,          1.366667,    7.911,    4.912,    0.000,    0.004,    0.017,    0.027,    0.000,    0.007,    0.000,    0.000,    0.000,    0.000,    0.000,    0.046,   -0.022,    0.000,   -0.004,    0.014,    0.002,    0.018,    0.045,    0.076,   -0.075,   -0.023,   -0.023,   -0.023,   -0.023,   -0.024,   -0.029,   -0.039,   -0.075,   -0.114,   -0.139,   -0.070,   -0.059,   -0.064,   -0.051,   -0.062,   -0.048,   -0.034,   -0.027
      84,          1.383333,    7.889,    4.908,    0.000,    0.003,    0.017,    0.027,    0.000,    0.007,    0.000,    0.000,    0.000,    0.000,    0.000,    0.046,   -0.021,    0.000,   -0.004,    0.014,    0.002,    0.017,    0.045,    0.075,   -0.075,   -0.023,   -0.023,   -0.023,   -0.023,   -0.024,   -0.029,   -0.039,   -0.075,   -0.111,   -0.137,   -0.069,   -0.059,   -0.063,   -0.051,   -0.062,   -0.048,   -0.033,   -0.026
      85,          1.400000,    7.866,    4.903,    0.000,    0.003,    0.016,    0.027,    0.000,    0.007,    0.000,    0.000,    0.000,    0.000,    0.000,    0.045,   -0.021,    0.000,   -0.004,    0.014,    0.002,    0.016,    0.044,    0.074,   -0.074,   -0.023,   -0.023,   -0.023,   -0.023,   -0.024,   -0.029,   -0.039,   -0.074,   -0.109,   -0.134,   -0.069,   -0.059,   -0.062,   -0.051,   -0.062,   -0.048,   -0.033,   -0.026
      86,          1.416667,    7.841,    4.897,    0.000,    0.003,    0.016,    0.026,    0.000,    0.007,    0.000,    0.000,    0.000,    0.000,    0.000,    0.045,   -0.021,    0.000,   -0.004,    0.014,    0.002,    0.016,    0.043,    0.074,   -0.074,   -0.023,   -0.023,   -0.023,   -0.022,   -0.024,   -0.029,   -0.039,   -0.074,   -0.107,   -0.131,   -0.069,   -0.058,   -0.060,   -0.050,   -0.061,   -0.047,   -0.033,   -0.026
      87,          1.433333,    7.814,    4.889,    0.000,    0.003,    0.016,    0.026,    0.000,    0.007,    0.000,    0.000,    0.000,    0.000,    0.000,    0.044,   -0.021,    0.000,   -0.004,    0.014,    0.002,    0.015,    0.042,    0.073,   -0.074,   -0.023,   -0.023,   -0.023,   -0.022,   -0.024,   -0.028,   -0.039,   -0.073,   -0.105,   -0.129,   -0.069,   -0.058,   -0.059,   -0.050,   -0.061,   -0.047,   -0.033,   -0.026
      88,          1.450000,    7.787,    4.879,    0.000,    0.003,    0.016,    0.026,    0.000,    0.006,    0.000,    0.000,    0.000,    0.000,    0.000,    0.044,   -0.021,    0.000,   -0.004,    0.014,    0.002,    0.015,    0.041,    0.072,   -0.073,   -0.022,   -0.022,   -0.022,   -0.022,   -0.024,   -0.028,   -0.038,   -0.073,   -0.103,   -0.126,   -0.068,   -0.058,   -0.058,   -0.050,   -0.061,   -0.047,   -0.033,   -0.026
      89,          1.466667,    7.758,    4.867,    0.000,    0.003,    0.016,    0.026,    0.000,    0.006,    0.000,    0.000,    0.000,    0.000,    0.000,    0.044,   -0.020,    0.000,   -0.004,    0.013,    0.002,    0.015,    0.041,    0.072,   -0.073,   -0.022,   -0.022,   -0.022,   -0.022,   -0.023,   -0.028,   -0.038,   -0.073,   -0.101,   -0.123,   -0.068,   -0.058,   -0.057,   -0.050,   -0.060,   -0.046,   -0.032,   -0.026
      90,          1.483333,    7.726,    4.850,    0.000,    0.003,    0.016,    0.025,    0.000,    0.006,    0.000,    0.000,    0.000,    0.000,    0.000,    0.044,   -0.020,    0.000,   -0.004,    0.013,    0.002,    0.014,    0.040,    0.071,   -0.073,   -0.022,   -0.022,   -0.022,   -0.022,   -0.023,   -0.028,   -0.038,   -0.072,   -0.099,   -0.121,   -0.068,   -0.057,   -0.056,   -0.049,   -0.060,   -0.046,   -0.032,   -0.025
      91,          1.500000,    7.692,    4.829,    0.000,    0.003,    0.016,    0.025,    0.000,    0.006,    0.000,    0.000,    0.000,    0.000,    0.000,    0.043,   -0.020,    0.000,   -0.004,    0.013,    0.002,    0.014,    0.040,    0.071,   -0.072,   -0.022,   -0.022,   -0.022,   -0.022,   -0.023,   -0.028,   -0.038,   -0.072,   -0.097,   -0.119,   -0.067,   -0.057,   -0.055,   -0.049,   -0.060,   -0.046,   -0.032,   -0.025
      92,          1.516667,    7.655,    4.803,    0.000,    0.003,    0.015,    0.025,    0.000,    0.006,    0.000,    0.000,    0.000,    0.000,    0.000,    0.043,   -0.020,    0.000,   -0.004,    0.013,    0.002,    0.013,    0.039,    0.070,   -0.072,   -0.022,   -0.022,   -0.022,   -0.022,   -0.023,   -0.028,   -0.037,   -0.071,   -0.095,   -0.117,   -0.067,   -0.057,   -0.054,   -0.049,   -0.059,   -0.045,   -0.032,   -0.025
      93,          1.533333,    7.614,    4.774,    0.000,    0.003,    0.015,    0.024,    0.000,    0.006,    0.000,    0.000,    0.000,    0.000,    0.000,    0.042,   -0.019,    0.000,   -0.004,    0.013,    0.002,    0.012,    0.038,    0.068,   -0.071,   -0.022,   -0.022,   -0.022,   -0.022,   -0.023,   -0.027,   -0.037,   -0.071,   -0.093,   -0.114,   -0.066,   -0.056,   -0.053,   -0.048,   -0.059,   -0.045,   -0.031,   -0.025
      94,          1.550000,    7.567,    4.741,    0.000,    0.003,    0.015,    0.024,    0.000,    0.006,    0.000,    0.000,    0.000,    0.000,    0.000,    0.042,   -0.019,    0.000,   -0.004,    0.012,    0.002,    0.012,    0.037,    0.068,   -0.070,   -0.021,   -0.022,   -0.022,   -0.021,   -0.023,   -0.027,   -0.037,   -0.070,   -0.091,   -0.112,   -0.066,   -0.056,   -0.052,   -0.048,   -0.058,   -0.045,   -0.031,   -0.024
      95,          1.566667,    7.511,    4.706,    0.000,    0.003,    0.015,    0.023,    0.000,    0.006,    0.000,    0.000,    0.000,    0.000,    0.000,    0.041,   -0.019,    0.000,   -0.004,    0.012,    0.002,    0.012,    0.036,    0.067,   -0.070,   -0.021,   -0.021,   -0.021,   -0.021,   -0.022,   -0.027,   -0.036,   -0.069,   -0.089,   -0.110,   -0.065,   -0.055,   -0.050,   -0.048,   -0.057,   -0.044,   -0.031,   -0.024
      96,          1.583333,    7.444,    4.668,    0.000,    0.003,    0.014,    0.023,    0.000,    0.005,    0.000,    0.000,    0.000,    0.000,    0.000,    0.041,   -0.019,    0.000,   -0.004,    0.012,    0.002,    0.011,    0.036,    0.066,   -0.069,   -0.021,   -0.021,   -0.021,   -0.021,   -0.022,   -0.026,   -0.036,   -0.069,   -0.087,   -0.107,   -0.065,   -0.055,   -0.049,   -0.047,   -0.057,   -0.044,   -0.030,   -0.024
      97,          1.600000,    7.367,    4.628,    0.000,    0.003,    0.014,    0.023,    0.000,    0.005,    0.000,    0.000,    0.000,    0.000,    0.000,    0.040,   -0.018,    0.000,   -0.004,    0.012,    0.002,    0.011,    0.035,    0.065,   -0.069,   -0.021,   -0.021,   -0.021,   -0.021,   -0.022,   -0.026,   -0.036,   -0.068,   -0.086,   -0.105,   -0.064,   -0.054,   -0.049,   -0.047,   -0.056,   -0.043,   -0.030,   -0.024
      98,          1.616667,    7.284,    4.586,    0.000,    0.002,    0.014,    0.022,    0.000,    0.005,    0.000,    0.000,    0.000,    0.000,    0.000,    0.040,   -0.018,    0.000,   -0.004,    0.012,    0.002,    0.011,    0.034,    0.064,   -0.068,   -0.021,   -0.021,   -0.021,   -0.021,   -0.022,   -0.026,   -0.035,   -0.067,   -0.084,   -0.103,   -0.063,   -0.054,   -0.048,   -0.046,   -0.056,   -0.043,   -0.030,   -0.023
      99,          1.633333,    7.195,    4.542,    0.000,    0.002,    0.014,    0.022,    0.000,    0.005,    0.000,    0.000,    0.000,    0.000,    0.000,    0.039,   -0.018,    0.000,   -0.004,    0.011,    0.002,    0.010,    0.034,    0.063,   -0.067,   -0.021,   -0.021,   -0.021,   -0.020,   -0.021,   -0.026,   -0.035,   -0.067,   -0.082,   -0.101,   -0.063,   -0.053,   -0.048,   -0.046,   -0.055,   -0.042,   -0.029,   -0.023
     100,          1.650000,    7.099,    4.497,    0.000,    0.002,    0.013,    0.021,    0.000,    0.005,    0.000,    0.000,    0.000,    0.000,    0.000,    0.039,   -0.018,    0.000,   -0.004,    0.011,    0.001,    0.010,    0.033,    0.062,   -0.067,   -0.020,   -0.020,   -0.020,   -0.020,   -0.021,   -0.025,   -0.035,   -0.066,   -0.081,   -0.099,   -0.062,   -0.053,   -0.047,   -0.045,   -0.055,   -0.042,   -0.029,   -0.023
     101,          1.666667,    6.995,    4.451,    0.000,    0.002,    0.013,    0.021,    0.000,    0.005,    0.000,    0.000,    0.000,    0.000,    0.000,    0.038,   -0.018,    0.000,   -0.004,    0.011,    0.001,    0.010,    0.032,    0.062,   -0.066,   -0.020,   -0.020,   -0.020,   -0.020,   -0.021,   -0.025,   -0.034,   -0.065,   -0.079,   -0.097,   -0.062,   -0.052,   -0.047,   -0.045,   -0.054,   -0.041,   -0.029,   -0.023
     102,          1.683333,    6.882,    4.403,    0.000,    0.002,    0.013,    0.021,    0.000,    0.005,    0.000,    0.000,    0.000,    0.000,    0.000,    0.038,   -0.017,    0.000,   -0.004,    0.011,    0.001,    0.009,    0.032,    0.061,   -0.066,   -0.020,   -0.020,   -0.020,   -0.020,   -0.021,   -0.025,   -0.034,   -0.065,   -0.077,   -0.095,   -0.061,   -0.052,   -0.046,   -0.045,   -0.054,   -0.041,   -0.028,   -0.022
     103,          1.700000,    6.759,    4.354,    0.000,    0.002,    0.013,    0.020,    0.000,    0.005,    0.000,    0.000,    0.000,    0.000,    0.000,    0.037,   -0.017,    0.000,   -0.004,    0.011,    0.001,    0.009,    0.031,    0.060,   -0.065,   -0.020,   -0.020,   -0.020,   -0.020,   -0.020,   -0.025,   -0.034,   -0.064,   -0.077,   -0.093,   -0.061,   -0.051,   -0.046,   -0.044,   -0.053,   -0.040,   -0.028,   -0.022
     104,          1.716667,    6.624,    4.303,    0.000,    0.002,    0.012,    0.020,    0.000,    0.004,    0.000,    0.000,    0.000,    0.000,    0.000,    0.037,   -0.017,    0.000,   -0.004,    0.010,    0.001,    0.009,    0.031,    0.059,   -0.064,   -0.020,   -0.020,   -0.020,   -0.019,   -0.020,   -0.024,   -0.033,   -0.064,   -0.076,   -0.091,   -0.060,   -0.051,   -0.046,   -0.044,   -0.052,   -0.040,   -0.028,   -0.022
     105,          1.733333,    6.476,    4.249,    0.000,    0.002,    0.012,    0.020,    0.000,    0.004,    0.000,    0.000,    0.000,    0.000,    0.000,    0.036,   -0.017,    0.000,   -0.004,    0.010,    0.001,    0.009,    0.030,    0.058,   -0.064,   -0.019,   -0.019,   -0.019,   -0.019,   -0.020,   -0.024,   -0.033,   -0.063,   -0.075,   -0.089,   -0.059,   -0.050,   -0.045,   -0.043,   -0.052,   -0.040,   -0.027,   -0.022
     106,          1.750000,    6.315,    4.194,    0.000,    0.002,    0.012,    0.019,    0.000,    0.004,    0.000,    0.000,    0.000,    0.000,    0.000,    0.036,   -0.016,    0.000,   -0.004,    0.010,    0.001,    0.008,    0.029,    0.057,   -0.063,   -0.019,   -0.019,   -0.019,   -0.019,   -0.020,   -0.024,   -0.033,   -0.062,   -0.075,   -0.088,   -0.059,   -0.050,   -0.045,   -0.043,   -0.051,   -0.039,   -0.027,   -0.021
     107,          1.766667,    6.139,    4.138,    0.000,    0.002,    0.012,    0.019,    0.000,    0.004,    0.000,    0.000,    0.000,    0.000,    0.000,    0.035,   -0.016,    0.000,   -0.003,    0.010,    0.001,    0.008,    0.028,    0.056,   -0.062,   -0.019,   -0.019,   -0.019,   -0.019,   -0.019,   -0.023,   -0.032,   -0.061,   -0.073,   -0.085,   -0.058,   -0.049,   -0.044,   -0.042,   -0.050,   -0.038,   -0.027,   -0.021
     108,          1.783333,    5.955,    4.078,    0.000,    0.002,    0.011,    0.018,    0.000,    0.004,    0.000,    0.000,    0.000,    0.000,    0.000,    0.034,   -0.016,    0.000,   -0.003,    0.009,    0.001,    0.007,    0.027,    0.054,   -0.061,   -0.019,   -0.019,   -0.019,   -0.018,   -0.019,   -0.023,   -0.031,   -0.060,   -0.072,   -0.083,   -0.057,   -0.048,   -0.043,   -0.041,   -0.050,   -0.038,   -0.026,   -0.020
     109,          1.800000,    5.762,    4.016,    0.000,    0.001,    0.011,    0.017,    0.000,    0.004,    0.000,    0.000,    0.000,    0.000,    0.000,    0.033,   -0.015,    0.000,   -0.003,    0.009,    0.001,    0.007,    0.027,    0.053,   -0.060,   -0.018,   -0.018,   -0.018,   -0.018,   -0.019,   -0.022,   -0.031,   -0.059,   -0.071,   -0.081,   -0.056,   -0.047,   -0.042,   -0.041,   -0.049,   -0.037,   -0.025,   -0.020
     110,          1.816667,    5.556,    3.949,    0.000,    0.001,    0.010,    0.017,    0.000,    0.003,    0.000,    0.000,    0.000,    0.000,    0.000,    0.032,   -0.015,    0.000,   -0.003,    0.009,    0.001,    0.007,    0.026,    0.052,   -0.059,   -0.018,   -0.018,   -0.018,   -0.018,   -0.018,   -0.022,   -0.030,   -0.058,   -0.070,   -0.079,   -0.055,   -0.047,   -0.041,   -0.040,   -0.048,   -0.036,   -0.025,   -0.020
     111,          1.833333,    5.340,    3.878,    0.000,    0.001,    0.010,    0.016,    0.000,    0.003,    0.000,    0.000,    0.000,    0.000,    0.000,    0.031,   -0.015,    0.000,   -0.003,    0.008,    0.001,    0.007,    0.025,    0.051,   -0.058,   -0.018,   -0.018,   -0.018,   -0.017,   -0.018,   -0.022,   -0.030,   -0.057,   -0.068,   -0.077,   -0.054,   -0.046,   -0.041,   -0.039,   -0.047,   -0.035,   -0.024,   -0.019
